cbsa,cbsaname,measure,density2004,density2005,density2006,density2007,density2008,density2009,density2010,density2011,density2012,density2013,density2014,density2015,cbsa_code
12260,"Augusta, GA-SC",actual jobs per square mile,2225.50244140625,1913.5203857421875,2259.543212890625,2215.788818359375,2257.856201171875,2315.328857421875,2330.26416015625,2387.565673828125,2267.405029296875,2226.55712890625,2265.694580078125,2221.246826171875,12260
12260,"Augusta, GA-SC",expected jobs per square mile,2225.50244140625,2145.037353515625,2229.35791015625,2314.72314453125,2306.98974609375,2391.096923828125,2474.03564453125,2500.359130859375,2483.379638671875,2491.908935546875,2519.962158203125,2606.126220703125,12260
12420,"Austin, TX",actual jobs per square mile,5375.4453125,5430.26220703125,5724.64306640625,5770.0703125,6114.2080078125,5723.16650390625,6178.0146484375,6175.02880859375,6753.1484375,6924.021484375,6965.51708984375,7501.5849609375,12420
12420,"Austin, TX",expected jobs per square mile,5375.4453125,5615.22314453125,5883.58203125,6107.45751953125,6355.2890625,6378.69091796875,6448.9921875,6808.70458984375,7085.05908203125,7428.33837890625,7661.458984375,8204.2333984375,12420
12540,"Bakersfield, CA",actual jobs per square mile,2172.42358398438,2336.25439453125,2338.14404296875,2359.965087890625,2202.9384765625,1786.0709228515625,2026.9942626953125,2088.446533203125,2209.3544921875,2164.596923828125,2194.529541015625,2263.28173828125,12540
12540,"Bakersfield, CA",expected jobs per square mile,2172.42358398438,2224.367919921875,2281.365234375,2344.29931640625,2390.470703125,2367.259765625,2411.2109375,2489.2734375,2558.561279296875,2683.799560546875,2682.74560546875,2706.519287109375,12540
12580,"Baltimore, MD",actual jobs per square mile,12524.2724609375,11929.748046875,12096.44140625,13572.1103515625,13879.5712890625,13002.4755859375,11431.599609375,12013.4248046875,11996.798828125,11597.1005859375,11242.3662109375,12396.8798828125,12580
12580,"Baltimore, MD",expected jobs per square mile,12524.2724609375,12449.0126953125,12605.0869140625,12947.9638671875,13401.5146484375,13736.95703125,13888.748046875,14142.966796875,14183.9609375,14186.8251953125,14465.92578125,14595.39453125,12580
12940,"Baton Rouge, LA",actual jobs per square mile,3584.75732421875,3311.2880859375,3405.857177734375,3256.1318359375,3095.703857421875,3212.412353515625,2864.210693359375,2789.060302734375,2986.753662109375,3025.06689453125,3352.197509765625,3425.720947265625,12940
12940,"Baton Rouge, LA",expected jobs per square mile,3584.75732421875,3746.69140625,3893.41748046875,3916.8115234375,3903.28125,3983.68017578125,3829.693603515625,3936.41845703125,3988.1220703125,4121.927734375,4217.56396484375,4221.3154296875,12940
13820,"Birmingham, AL",actual jobs per square mile,4611.4052734375,4320.28271484375,4309.90283203125,3892.23828125,3676.288330078125,3735.58544921875,3748.34912109375,3848.864990234375,3878.222900390625,4041.943603515625,3869.947509765625,3912.80224609375,13820
13820,"Birmingham, AL",expected jobs per square mile,4611.4052734375,4639.53466796875,4680.84619140625,4675.29345703125,4679.60400390625,4620.7490234375,4601.61328125,4644.8837890625,4733.296875,4794.44970703125,4774.2373046875,4831.85009765625,13820
14260,"Boise City, ID",actual jobs per square mile,3907.80981445312,3900.220947265625,3803.521484375,3927.269775390625,3965.96435546875,3853.926025390625,3779.12548828125,3911.8466796875,3972.998291015625,4231.18359375,4236.71142578125,4743.18798828125,14260
14260,"Boise City, ID",expected jobs per square mile,3907.80981445312,4101.39599609375,4200.083984375,4356.294921875,4496.369140625,4441.439453125,4466.51806640625,4641.18408203125,4712.24609375,4862.79052734375,4962.1923828125,5164.5546875,14260
14860,"Bridgeport, CT",actual jobs per square mile,7251.763671875,7324.94384765625,7353.14453125,6804.892578125,8122.72802734375,7556.66552734375,7258.00732421875,7129.95751953125,6996.5732421875,7010.57080078125,6982.75341796875,6801.2666015625,14860
14860,"Bridgeport, CT",expected jobs per square mile,7251.763671875,7326.05419921875,7489.18994140625,7529.4375,7742.62109375,7383.54931640625,7409.88671875,7553.2041015625,7492.58447265625,7606.13134765625,7662.03955078125,7747.02978515625,14860
15380,"Buffalo, NY",actual jobs per square mile,5404.3017578125,5944.5869140625,5656.83837890625,5840.4423828125,5926.4384765625,5713.03515625,5768.41162109375,5484.3359375,4884.91259765625,4975.7353515625,5051.5087890625,4709.7373046875,15380
15380,"Buffalo, NY",expected jobs per square mile,5404.3017578125,5655.26416015625,5814.73291015625,5752.91943359375,5929.97119140625,5999.0908203125,6083.509765625,6135.3291015625,6158.16748046875,6282.7216796875,6366.7158203125,6333.2802734375,15380
15980,"Cape Coral, FL",actual jobs per square mile,2459.13403320312,2220.25244140625,2138.2890625,2203.630859375,1934.556640625,1848.908447265625,1655.431640625,1511.217529296875,1546.918701171875,1555.6676025390625,1601.4466552734375,1694.2860107421875,15980
15980,"Cape Coral, FL",expected jobs per square mile,2459.13403320312,2244.272705078125,2323.7275390625,2395.498779296875,2280.60986328125,2190.663330078125,2184.98486328125,2176.005126953125,2228.1484375,2259.569580078125,2293.843505859375,2392.946044921875,15980
16700,"Charleston, SC",actual jobs per square mile,3318.45068359375,3037.826904296875,3142.044677734375,3322.625244140625,3206.174072265625,3055.805419921875,3123.7294921875,3333.009521484375,3254.45654296875,3404.126220703125,3395.108642578125,3404.3388671875,16700
16700,"Charleston, SC",expected jobs per square mile,3318.45068359375,3295.15185546875,3344.773193359375,3572.77880859375,3656.593017578125,3625.59814453125,3664.029296875,3775.59521484375,3829.759765625,3861.422119140625,3953.728271484375,4090.465576171875,16700
16740,"Charlotte, NC-SC",actual jobs per square mile,5610.00830078125,5904.4951171875,6131.71533203125,6301.3974609375,7465.44482421875,7271.46337890625,5838.33203125,7502.22998046875,6878.73974609375,7061.1142578125,7247.4619140625,8091.9853515625,16740
16740,"Charlotte, NC-SC",expected jobs per square mile,5610.00830078125,5873.0498046875,6202.45166015625,6641.1279296875,6833.875,6473.16650390625,6192.521484375,7142.5751953125,7242.48095703125,7619.951171875,7832.5439453125,8378.8447265625,16740
16860,"Chattanooga, TN-GA",actual jobs per square mile,4605.57568359375,4655.2958984375,5260.3583984375,5202.02685546875,5485.44580078125,5691.5224609375,5429.3359375,4812.9599609375,3558.73876953125,3345.36865234375,3425.178955078125,3393.24072265625,16860
16860,"Chattanooga, TN-GA",expected jobs per square mile,4605.57568359375,4532.65478515625,4786.82958984375,4470.521484375,4648.21240234375,4710.87451171875,4577.66162109375,4520.638671875,4419.59619140625,4228.09765625,4285.35595703125,4395.56201171875,16860
16980,"Chicago, IL-IN-WI",actual jobs per square mile,35228.98828125,33873.609375,34104.33203125,34928.8671875,37697.98046875,37589.609375,39090.3046875,39197.2421875,39842.92578125,41530.05859375,41102.8671875,42427.83203125,16980
16980,"Chicago, IL-IN-WI",expected jobs per square mile,35228.98828125,35770.40625,36181.9609375,36697.4765625,37233.3046875,36500.73046875,36807.0625,36935.171875,37645.15625,38849.7265625,39010.46484375,39940.078125,16980
17140,"Cincinnati, OH-KY-IN",actual jobs per square mile,6968.1494140625,6948.154296875,6829.72314453125,6976.11376953125,7209.88134765625,7128.54296875,7286.68505859375,7236.732421875,6523.36376953125,6325.85009765625,6749.107421875,7484.37158203125,17140
17140,"Cincinnati, OH-KY-IN",expected jobs per square mile,6968.1494140625,7289.08251953125,7390.5537109375,7504.77587890625,7726.53759765625,7857.44287109375,7757.78515625,7931.47216796875,8006.05615234375,8039.68017578125,8208.58203125,8116.35400390625,17140
17460,"Cleveland, OH",actual jobs per square mile,8923.66796875,8947.22265625,9125.626953125,9841.865234375,7997.3291015625,7886.51513671875,9767.7666015625,9695.966796875,10269.509765625,11151.775390625,11014.3935546875,11577.6318359375,17460
17460,"Cleveland, OH",expected jobs per square mile,8923.66796875,9106.59375,9249.421875,9419.23828125,8910.548828125,8762.9287109375,8659.9130859375,8959.4755859375,9119.205078125,9294.953125,9154.349609375,9269.46484375,17460
17820,"Colorado Springs, CO",actual jobs per square mile,3364.40795898438,3222.49365234375,3256.41455078125,3402.368408203125,3355.25146484375,3192.60009765625,2966.644287109375,2880.156494140625,2635.083984375,2948.841064453125,2997.720458984375,3180.253662109375,17820
17820,"Colorado Springs, CO",expected jobs per square mile,3364.40795898438,3394.86865234375,3424.873779296875,3415.368896484375,3444.315673828125,3364.05322265625,3278.0078125,3399.496826171875,3317.387451171875,3512.144287109375,3575.51416015625,3658.47998046875,17820
17900,"Columbia, SC",actual jobs per square mile,4668.6962890625,4848.36376953125,4764.89892578125,4918.01904296875,5103.6123046875,4915.36865234375,4629.0146484375,4925.5888671875,4121.00927734375,4225.27685546875,4147.04833984375,4052.1142578125,17900
17900,"Columbia, SC",expected jobs per square mile,4668.6962890625,4787.61279296875,4902.15234375,5072.2900390625,5116.205078125,5150.69970703125,5059.0810546875,5109.45263671875,5231.67236328125,5271.69921875,5230.55908203125,5193.685546875,17900
18140,"Columbus, OH",actual jobs per square mile,5372.20703125,5611.0380859375,5854.9814453125,5694.2724609375,6191.1982421875,5689.11083984375,6344.30615234375,6397.51708984375,6396.9990234375,6635.3681640625,6705.49560546875,6999.3564453125,18140
18140,"Columbus, OH",expected jobs per square mile,5372.20703125,5331.326171875,5483.3876953125,5503.671875,5752.6962890625,5736.28564453125,5901.44091796875,6195.04296875,6497.60595703125,6613.4462890625,6649.068359375,6854.302734375,18140
19100,"Dallas, TX",actual jobs per square mile,8807.841796875,8609.2412109375,8796.6796875,8955.4677734375,8773.9619140625,8169.3232421875,8498.0048828125,8342.162109375,8183.27978515625,8560.0546875,8534.953125,8896.41796875,19100
19100,"Dallas, TX",expected jobs per square mile,8807.841796875,8886.455078125,9224.03515625,9551.80859375,9937.318359375,9986.62890625,10097.5546875,10345.3564453125,10582.25,10816.8955078125,11087.2412109375,11266.75390625,19100
19430,"Dayton, OH",actual jobs per square mile,3417.9208984375,3475.191650390625,3455.11083984375,3380.909912109375,3375.232666015625,3272.052734375,2802.16796875,3169.121337890625,3149.18896484375,3155.47509765625,3042.188232421875,3111.031005859375,19430
19430,"Dayton, OH",expected jobs per square mile,3417.9208984375,3499.263671875,3506.3388671875,3480.78759765625,3551.486083984375,3490.874755859375,3217.065185546875,3459.121337890625,3508.303466796875,3534.06591796875,3550.8642578125,3564.37646484375,19430
19660,"Deltona, FL",actual jobs per square mile,1474.21301269531,1752.0379638671875,1681.5682373046875,2245.90673828125,2222.17724609375,1940.5172119140625,1658.51708984375,1510.19287109375,1445.0628662109375,1433.505615234375,1420.2550048828125,1473.9005126953125,19660
19660,"Deltona, FL",expected jobs per square mile,1474.21301269531,1563.5103759765625,1574.03076171875,1635.5068359375,1648.1981201171875,1641.913818359375,1624.827392578125,1596.1400146484375,1640.8077392578125,1666.568359375,1688.015380859375,1720.1031494140625,19660
19740,"Denver, CO",actual jobs per square mile,13776.443359375,13653.4072265625,14058.064453125,14484.7958984375,15136.65234375,15550.7841796875,14624.7509765625,14679.0927734375,14628.7490234375,14239.486328125,14646.6162109375,15258.65625,19740
19740,"Denver, CO",expected jobs per square mile,13776.443359375,13760.833984375,14289.5810546875,14956.451171875,15714.70703125,15478.87890625,15394.466796875,15715.35546875,16418.470703125,16936.716796875,17218.0703125,17805.935546875,19740
19780,"Des Moines, IA",actual jobs per square mile,7701.486328125,7033.47802734375,7441.54931640625,7358.36962890625,7509.94287109375,7040.58544921875,7001.3271484375,7084.84375,6307.90771484375,6375.8857421875,6523.21923828125,6483.2802734375,19780
19780,"Des Moines, IA",expected jobs per square mile,7701.486328125,7682.5625,8017.03515625,8323.5556640625,8440.12890625,8473.1513671875,8413.7197265625,8664.203125,8657.328125,8810.3154296875,8789.0927734375,8955.046875,19780
19820,"Detroit, MI",actual jobs per square mile,7896.87890625,7718.09619140625,8130.11181640625,7730.1982421875,8284.0009765625,8280.7353515625,7692.833984375,7357.248046875,6906.4443359375,7492.94970703125,7421.27294921875,8070.953125,19820
19820,"Detroit, MI",expected jobs per square mile,7896.87890625,8103.748046875,8126.2529296875,8112.17626953125,8143.4306640625,8015.91259765625,7924.11279296875,7910.1025390625,8045.59228515625,8108.05712890625,8083.42724609375,8229.1630859375,19820
21340,"El Paso, TX",actual jobs per square mile,4381.873046875,4447.703125,4610.53271484375,4632.064453125,4485.62744140625,4670.9208984375,4682.9267578125,3918.531982421875,3974.6767578125,4078.94287109375,4271.5009765625,3805.796142578125,21340
21340,"El Paso, TX",expected jobs per square mile,4381.873046875,4589.7890625,4776.73193359375,4968.95166015625,5153.72509765625,5234.7412109375,5428.54736328125,4971.60498046875,4997.73388671875,5160.974609375,5400.94970703125,5144.55224609375,21340
23420,"Fresno, CA",actual jobs per square mile,3349.81640625,3430.37841796875,3427.716796875,3346.60791015625,3384.767333984375,3289.744873046875,3326.43310546875,3200.482177734375,3597.97021484375,3797.3759765625,4192.45068359375,4526.615234375,23420
23420,"Fresno, CA",expected jobs per square mile,3349.81640625,3467.91650390625,3544.7216796875,3626.200927734375,3684.50146484375,3669.99169921875,3660.3427734375,3497.715087890625,3497.017333984375,3954.70849609375,4015.9169921875,4104.4970703125,23420
24340,"Grand Rapids, MI",actual jobs per square mile,9959.642578125,9138.3759765625,9705.349609375,9040.95703125,9924.3466796875,9316.96875,8957.3154296875,8160.37255859375,6098.6494140625,6988.55126953125,7514.55810546875,7179.94775390625,24340
24340,"Grand Rapids, MI",expected jobs per square mile,9959.642578125,10282.5537109375,9988.767578125,10558.3330078125,10896.5859375,10340.720703125,10679.349609375,11248.3876953125,11028.6103515625,11360.6396484375,11694.7470703125,11183.2421875,24340
24660,"Greensboro, NC",actual jobs per square mile,2427.85375976562,2626.0361328125,2677.290283203125,2635.18896484375,2592.461181640625,2452.844482421875,2509.790771484375,2410.685791015625,2385.287841796875,2403.873046875,2364.299072265625,2434.71142578125,24660
24660,"Greensboro, NC",expected jobs per square mile,2427.85375976562,2538.0888671875,2594.109375,2662.916748046875,2710.930419921875,2634.65478515625,2619.29052734375,2628.197265625,2653.73193359375,2678.259521484375,2689.166015625,2695.538818359375,24660
24860,"Greenville, SC",actual jobs per square mile,1931.40319824219,2196.52099609375,2069.71875,2180.9130859375,2125.10693359375,2078.735595703125,1875.1318359375,2036.9444580078125,2102.73095703125,2252.0400390625,2297.130126953125,2391.1875,24860
24860,"Greenville, SC",expected jobs per square mile,1931.40319824219,1964.4228515625,2099.9013671875,2150.98828125,2156.89599609375,2087.81787109375,2016.5491943359375,2063.663818359375,2074.10546875,2131.94970703125,2199.359375,2256.737060546875,24860
25420,"Harrisburg, PA",actual jobs per square mile,3557.83154296875,4138.708984375,4080.582275390625,4042.5556640625,4238.15087890625,4136.16064453125,3921.564453125,3846.972900390625,3993.4462890625,3664.721435546875,3842.16455078125,3928.37109375,25420
25420,"Harrisburg, PA",expected jobs per square mile,3557.83154296875,3705.33740234375,3813.80615234375,3725.23974609375,4003.58203125,4201.4912109375,4292.55712890625,4166.3837890625,4348.39892578125,4078.29345703125,4327.79638671875,4420.28515625,25420
25540,"Hartford, CT",actual jobs per square mile,10530.576171875,10223.8759765625,10514.9306640625,10714.580078125,10960.0302734375,10936.3271484375,10538.306640625,11750.453125,11247.1865234375,11379.2998046875,11346.37109375,12471.0458984375,25540
25540,"Hartford, CT",expected jobs per square mile,10530.576171875,11026.517578125,11394.505859375,11546.5712890625,11593.7255859375,11779.87109375,11910.94140625,12110.9287109375,12069.482421875,12120.37890625,11957.8173828125,12190.68359375,25540
26420,"Houston, TX",actual jobs per square mile,10868.388671875,10423.0947265625,10705.83984375,11046.4599609375,11018.4228515625,11418.48046875,11896.1767578125,11448.916015625,10749.8330078125,10846.5927734375,11895.3916015625,12556.1552734375,26420
26420,"Houston, TX",expected jobs per square mile,10868.388671875,11032.40234375,11489.498046875,12077.296875,12531.904296875,12708.3134765625,12965.3486328125,13399.9228515625,13695.9013671875,14068.6435546875,14511.57421875,15020.798828125,26420
26900,"Indianapolis, IN",actual jobs per square mile,5074.6220703125,5221.93896484375,4402.10986328125,4910.45068359375,5015.451171875,5164.138671875,5132.08154296875,5886.41162109375,6767.26953125,6876.521484375,6632.3203125,7180.85302734375,26900
26900,"Indianapolis, IN",expected jobs per square mile,5074.6220703125,5132.5654296875,4943.9599609375,5109.650390625,5126.30615234375,5076.2509765625,5210.23828125,5373.6298828125,5458.501953125,5556.81640625,5554.3798828125,5750.50146484375,26900
27140,"Jackson, MS",actual jobs per square mile,1991.76098632812,1982.7545166015625,2053.971435546875,1953.8935546875,1889.6826171875,1895.2735595703125,1510.834716796875,1899.360107421875,1870.8216552734375,1817.10693359375,1728.617919921875,1773.8038330078125,27140
27140,"Jackson, MS",expected jobs per square mile,1991.76098632812,2028.2445068359375,2070.740234375,2135.93701171875,2212.64892578125,2246.86083984375,2163.491943359375,2240.91943359375,2247.533447265625,2276.775390625,2183.24365234375,2307.947998046875,27140
27260,"Jacksonville, FL",actual jobs per square mile,4784.67822265625,4597.9345703125,4741.91796875,4814.07470703125,4692.59912109375,4591.66796875,5016.8251953125,5119.33154296875,5407.61181640625,5828.39111328125,5765.07958984375,5597.1806640625,27260
27260,"Jacksonville, FL",expected jobs per square mile,4784.67822265625,4859.5126953125,5007.0107421875,5340.1455078125,5482.20849609375,5432.84228515625,5605.03564453125,5346.63232421875,5443.845703125,5722.75537109375,5760.3984375,5749.52783203125,27260
28140,"Kansas City, MO-KS",actual jobs per square mile,6217.52001953125,6427.10498046875,6368.5693359375,6617.376953125,6841.73583984375,6295.70068359375,5993.52880859375,5562.2080078125,5229.86279296875,5577.48486328125,5915.865234375,6173.72998046875,28140
28140,"Kansas City, MO-KS",expected jobs per square mile,6217.52001953125,6396.52001953125,6416.30078125,6820.67431640625,6796.74267578125,6645.30078125,6370.47265625,6575.78955078125,6652.11572265625,6830.53466796875,6984.884765625,7171.5771484375,28140
28940,"Knoxville, TN",actual jobs per square mile,2699.19018554688,2690.82421875,2740.123779296875,2931.19873046875,3028.391845703125,2985.821533203125,2695.8310546875,2552.991455078125,2408.30126953125,2404.9443359375,2350.168212890625,2385.28466796875,28940
28940,"Knoxville, TN",expected jobs per square mile,2699.19018554688,2762.66845703125,2871.453125,2843.63623046875,2981.19775390625,2941.2646484375,2929.851318359375,2994.255859375,2986.0859375,3005.94677734375,3013.49755859375,3062.585205078125,28940
29460,"Lakeland, FL",actual jobs per square mile,2582.4541015625,2438.077392578125,2736.52783203125,2795.110107421875,2752.02294921875,2623.6005859375,2567.23388671875,2805.617919921875,2342.340087890625,2429.5556640625,2378.277099609375,2559.517578125,29460
29460,"Lakeland, FL",expected jobs per square mile,2582.4541015625,2734.416748046875,2737.57568359375,2773.746826171875,2819.787841796875,2875.876953125,2946.34375,3017.9677734375,2997.84765625,3067.613037109375,3088.132568359375,3112.626953125,29460
29820,"Las Vegas, NV",actual jobs per square mile,11626.9091796875,12885.51953125,12588.84765625,13618.8369140625,12611.9765625,12610.6884765625,13176.21484375,13840.0361328125,13788.5009765625,15023.548828125,15673.6494140625,15633.0048828125,29820
29820,"Las Vegas, NV",expected jobs per square mile,11626.9091796875,12411.1318359375,12892.55859375,13375.8603515625,12956.5087890625,12391.056640625,12748.4287109375,13157.8056640625,13077.388671875,13340.8623046875,13983.0576171875,14200.306640625,29820
30780,"Little Rock, AR",actual jobs per square mile,3962.28344726562,3834.255859375,3921.680908203125,3673.08056640625,3802.4072265625,3858.716064453125,4218.62451171875,3999.929931640625,3447.408447265625,3407.523193359375,3411.169677734375,3314.60791015625,30780
30780,"Little Rock, AR",expected jobs per square mile,3962.28344726562,3966.6533203125,4137.81787109375,4189.70166015625,4245.9482421875,4272.97265625,4276.50634765625,4316.19775390625,4350.13818359375,4402.42236328125,4369.23681640625,4424.10400390625,30780
31080,"Los Angeles, CA",actual jobs per square mile,15126.34375,15542.748046875,15817.56640625,14755.5859375,16284.923828125,16309.259765625,16257.798828125,17047.794921875,16522.578125,16986.419921875,17339.666015625,17385.82421875,31080
31080,"Los Angeles, CA",expected jobs per square mile,15126.34375,15457.326171875,15568.1416015625,16163.0654296875,16754.68359375,16479.96875,16515.701171875,16910.328125,17021.9921875,17988.521484375,18126.12890625,18542.767578125,31080
31140,"Louisville, KY-IN",actual jobs per square mile,7393.45361328125,7461.96923828125,7853.4521484375,7895.11962890625,7979.7197265625,8393.43359375,7937.45751953125,7394.13525390625,7613.05517578125,7292.89306640625,7213.70458984375,7192.3466796875,31140
31140,"Louisville, KY-IN",expected jobs per square mile,7393.45361328125,7567.458984375,7577.3017578125,7703.41845703125,7796.4033203125,8254.3203125,8438.3203125,8333.3720703125,8364.4443359375,8320.69921875,8368.111328125,8417.314453125,31140
32580,"McAllen, TX",actual jobs per square mile,2402.4130859375,2426.587890625,2351.72607421875,2531.7646484375,2603.85205078125,2562.216796875,2518.41552734375,2659.68115234375,2389.157958984375,2344.72900390625,2386.621337890625,2406.875,32580
32580,"McAllen, TX",expected jobs per square mile,2402.4130859375,2568.613525390625,2663.47607421875,2821.979248046875,2889.1494140625,2933.13671875,3000.828857421875,3071.7763671875,3064.899658203125,3111.882568359375,3141.4716796875,3230.627685546875,32580
32820,"Memphis, TN-MS-AR",actual jobs per square mile,4039.41186523438,4122.43212890625,4121.30029296875,3698.728759765625,3940.992919921875,4014.111328125,4126,4009.07958984375,3951.838134765625,3909.22216796875,3957.367919921875,3875.352783203125,32820
32820,"Memphis, TN-MS-AR",expected jobs per square mile,4039.41186523438,4144.84326171875,4144.29931640625,4096.076171875,4186.86865234375,4111.81396484375,4104.82958984375,4108.52880859375,4164.62548828125,4200.9296875,4218.224609375,4257.4296875,32820
33100,"Miami, FL",actual jobs per square mile,8115.0322265625,7933.64892578125,8192.9814453125,7933.55224609375,8031.97216796875,8226.798828125,8187.68896484375,8329.1787109375,8034.3095703125,8178.04541015625,8397.92578125,9020.3115234375,33100
33100,"Miami, FL",expected jobs per square mile,8115.0322265625,8494.8017578125,8431.4384765625,8766.7158203125,8668.52734375,8347.732421875,8380.9345703125,8904.3720703125,8932.30859375,9084.396484375,9175.8486328125,9524.763671875,33100
33460,"Minneapolis, MN-WI",actual jobs per square mile,16286.287109375,17386.48046875,15580.7158203125,17891.599609375,21624.376953125,19039.16015625,17510.931640625,15830.599609375,19336.10546875,20150.681640625,17247.490234375,17631.265625,33460
33460,"Minneapolis, MN-WI",expected jobs per square mile,16286.287109375,15812.2431640625,15641.1728515625,16303.5556640625,17409.818359375,17419.82421875,16961.240234375,16486.8984375,16892.298828125,17222.21484375,16891.421875,17514.279296875,33460
34980,"Nashville, TN",actual jobs per square mile,7155.0126953125,7186.181640625,7840.4013671875,7650.74560546875,9509.9033203125,8614.53125,9033.322265625,9622.578125,9989.0810546875,10049.75,9720.0419921875,10142.91796875,34980
34980,"Nashville, TN",expected jobs per square mile,7155.0126953125,7207.931640625,7748.46484375,7001.41943359375,7658.89990234375,7834.71728515625,7914.455078125,8153.93896484375,8318.7138671875,8454.4716796875,8604.2490234375,8932.0546875,34980
35300,"New Haven, CT",actual jobs per square mile,22268.123046875,20555.6953125,19007.87109375,19391.181640625,26987.185546875,22309.583984375,14571.4228515625,14779.4638671875,14548.029296875,15352.48828125,15295.1064453125,15000.3232421875,35300
35300,"New Haven, CT",expected jobs per square mile,22268.123046875,22184.765625,21374.427734375,22154.38671875,27290.1953125,24703.529296875,25915.236328125,25667.232421875,25642.02734375,25505.779296875,25327.5859375,25352.541015625,35300
35380,"New Orleans, LA",actual jobs per square mile,14545.6630859375,14579.7412109375,10203.029296875,10624.693359375,11645.94140625,12012.6591796875,11630.26953125,10759.4990234375,11425.796875,11698.458984375,11659.6728515625,11753.7119140625,35380
35380,"New Orleans, LA",expected jobs per square mile,14545.6630859375,14495.9375,11055.8193359375,11843.1484375,12455.162109375,12470.212890625,12756.4296875,12210.490234375,13171.1435546875,13575.9521484375,13809.4365234375,14046.4912109375,35380
35620,"New York, NY-NJ-PA",actual jobs per square mile,97603.359375,98517.15625,103031.5546875,105593.7265625,111491.8671875,117088.1953125,116154.859375,121907.328125,126183.34375,129935.71875,133002,138541.40625,35620
35620,"New York, NY-NJ-PA",expected jobs per square mile,97603.359375,99505.34375,101786.7578125,103221.2734375,104668.828125,104300.921875,104748.71875,106652.390625,108997.53125,110461.5625,111732.6171875,114860.484375,35620
35840,"North Port, FL",actual jobs per square mile,2869.4228515625,2748.36572265625,2678.9443359375,2690.160400390625,2526.6240234375,2385.251708984375,1931.67333984375,2315.725830078125,2197.770263671875,2398.70849609375,2372.642822265625,2469.208740234375,35840
35840,"North Port, FL",expected jobs per square mile,2869.4228515625,2765.11767578125,2974.95849609375,3069.302978515625,3021.779541015625,3022.804443359375,2948.0615234375,3073.52587890625,3076.86572265625,3139.044921875,3161.8447265625,3291.7333984375,35840
36260,"Ogden, UT",actual jobs per square mile,2341.31225585938,2366.857666015625,2336.744873046875,2582.081787109375,2575.643798828125,2527.991455078125,2347.84619140625,2512.17529296875,2560.647216796875,2614.55908203125,2608.183837890625,2582.1181640625,36260
36260,"Ogden, UT",expected jobs per square mile,2341.31225585938,2376.11865234375,2425.0244140625,2566.367431640625,2628.424072265625,2644.552490234375,2623.65966796875,2662.777587890625,2714.157470703125,2803.0654296875,2833.494873046875,2893.881591796875,36260
36420,"Oklahoma City, OK",actual jobs per square mile,4855.0458984375,4620.52001953125,4355.01953125,4508.92236328125,4766.3193359375,4175.6982421875,4767.3896484375,4744.828125,4600.24462890625,4857.80908203125,4778.39501953125,5049.60400390625,36420
