cbsa_code,cbsa_name,year,tot_lic,lg_lic,sm_lic,st_lic,inc_lic,tot_IP,tot_st,instate_st
46220,"Tuscaloosa, AL",2009,3,0,1,2,5005,41,2,1
46220,"Tuscaloosa, AL",2010,3,0,3,0,77051,31,0,0
46220,"Tuscaloosa, AL",2011,3,0,3,0,8593,30,0,0
46220,"Tuscaloosa, AL",2012,4,1,2,1,18294,36,1,1
46220,"Tuscaloosa, AL",2013,4,0,1,3,9054,48,2,2
46220,"Tuscaloosa, AL",2014,4,1,1,2,6728,58,0,0
46220,"Tuscaloosa, AL",2015,6,1,1,4,79171,42,4,4
46220,"Tuscaloosa, AL",2016,5,0,2,3,88274,50,3,2
46220,"Tuscaloosa, AL",2017,5,0,0,5,108314,52,3,2
46520,"Urban Honolulu, HI",2006,11,2,2,7,900329,64,4,5
46520,"Urban Honolulu, HI",2007,8,1,1,6,597704,48,3,3
46520,"Urban Honolulu, HI",2008,1,1,0,0,359525,54,0,0
46520,"Urban Honolulu, HI",2009,6,3,1,2,360393,42,3,3
46520,"Urban Honolulu, HI",2010,6,3,1,2,107702,53,1,1
46520,"Urban Honolulu, HI",2011,7,0,5,2,282858,42,2,2
46520,"Urban Honolulu, HI",2012,10,0,8,2,171711,51,2,2
46520,"Urban Honolulu, HI",2013,1,0,0,1,294912,34,0,0
46520,"Urban Honolulu, HI",2014,5,1,3,1,117628,38,0,0
46520,"Urban Honolulu, HI",2015,3,1,1,1,265974,58,3,3
46520,"Urban Honolulu, HI",2016,12,1,9,2,408513,50,2,2
46520,"Urban Honolulu, HI",2017,12,3,6,3,288752,52,0,1
46620,"Uvalde, TX",2006,73,17,38,18,6418994,115,1,1
46620,"Uvalde, TX",2007,58,16,38,4,7627618,154,1,1
46620,"Uvalde, TX",2008,41,13,28,0,11787219,226,1,0
46620,"Uvalde, TX",2009,63,11,48,4,9897559,196,6,6
46620,"Uvalde, TX",2010,49,9,40,0,8620889,207,7,7
46620,"Uvalde, TX",2011,67,10,48,9,9264041,284,4,4
46620,"Uvalde, TX",2012,71,25,45,1,13073593,212,5,4
46620,"Uvalde, TX",2013,55,19,33,3,12826461,159,3,3
46620,"Uvalde, TX",2014,58,17,33,8,10205586,219,9,9
46620,"Uvalde, TX",2015,79,18,53,8,10154487,258,8,4
46620,"Uvalde, TX",2016,80,12,56,12,6930232,224,12,11
46620,"Uvalde, TX",2017,42,6,30,6,6147135,224,6,6
46820,"Vermillion, SD",2007,0,0,0,0,0,5,0,0
46820,"Vermillion, SD",2008,0,0,0,0,0,5,0,0
46820,"Vermillion, SD",2009,1,0,1,0,25000,5,2,2
46820,"Vermillion, SD",2010,0,0,0,0,25000,4,2,2
46820,"Vermillion, SD",2011,0,0,0,0,50000,3,0,0
46820,"Vermillion, SD",2012,0,0,0,0,52487,8,0,0
46820,"Vermillion, SD",2013,1,0,1,0,9615,11,1,1
46820,"Vermillion, SD",2015,0,0,0,0,27404,7,0,0
46820,"Vermillion, SD",2017,0,0,0,0,0,9,0,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2006,3,0,3,0,795833,14,0,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2007,6,2,1,3,993250,13,2,1
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2008,5,1,4,0,1188762,7,0,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2009,3,2,0,1,1260808,8,1,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2010,1,1,0,0,1228505,19,0,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2011,3,2,0,1,15000,7,1,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2012,8,4,1,3,83937,8,3,1
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2013,8,1,4,3,83503,28,3,1
47380,"Waco, TX",2009,0,0,0,0,0,4,1,1
47380,"Waco, TX",2011,1,0,0,1,0,8,0,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2006,73,16,50,7,11396713,243,5,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2007,76,19,29,28,4477226,242,12,8
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2008,53,27,13,13,8178560,263,8,5
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2009,59,17,32,10,11779399,359,9,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2010,45,12,19,14,10290339,393,10,8
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2011,49,8,21,20,9419648,325,12,7
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2012,44,16,17,8,11691784,368,8,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2013,46,11,18,15,10599086,347,15,13
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2014,62,13,30,17,11311656,435,12,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2015,70,22,32,16,9181272,374,13,9
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2016,67,9,33,25,9260063,426,29,20
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2017,83,13,40,30,10192118,446,20,14
47940,"Waterloo-Cedar Falls, IA",2007,3,1,2,0,32869,14,0,0
47940,"Waterloo-Cedar Falls, IA",2008,4,3,1,0,117750,11,0,0
47940,"Waterloo-Cedar Falls, IA",2012,3,1,1,1,209000,12,1,1
47940,"Waterloo-Cedar Falls, IA",2013,2,1,1,0,76000,10,1,1
47940,"Waterloo-Cedar Falls, IA",2014,3,2,1,0,40500,9,1,1
47940,"Waterloo-Cedar Falls, IA",2015,3,2,1,0,0,11,1,1
47940,"Waterloo-Cedar Falls, IA",2016,3,1,1,1,22000,10,1,1
47940,"Waterloo-Cedar Falls, IA",2017,2,0,1,1,27200,11,1,1
48620,"Wichita, KS",2015,8,1,5,2,5000,41,2,2
48620,"Wichita, KS",2016,4,0,0,0,14250,28,1,1
48900,"Wilmington, NC",2016,3,0,0,0,289,9,0,0
48900,"Wilmington, NC",2017,10,0,0,0,0,7,2,0
49180,"Winston-Salem, NC",2006,5,2,3,0,60588512,66,0,0
49180,"Winston-Salem, NC",2007,13,7,1,5,71226905,59,5,5
49180,"Winston-Salem, NC",2008,11,5,2,4,90005640,50,2,2
49180,"Winston-Salem, NC",2009,8,5,0,3,95636362,82,3,2
49180,"Winston-Salem, NC",2010,14,0,0,0,85991743,72,3,2
49180,"Winston-Salem, NC",2011,24,0,0,0,45733291,70,3,1
49180,"Winston-Salem, NC",2012,23,0,0,5,363949,68,5,4
49180,"Winston-Salem, NC",2013,25,0,0,0,2206265,102,6,3
49340,"Worcester, MA-CT",2006,45,15,28,2,27183583,141,2,2
49340,"Worcester, MA-CT",2007,78,22,51,5,40738116,174,1,1
49340,"Worcester, MA-CT",2008,35,16,17,2,35982532,162,2,2
49340,"Worcester, MA-CT",2009,50,35,12,3,70553428,166,1,0
49340,"Worcester, MA-CT",2010,42,28,10,4,40019174,169,2,1
49340,"Worcester, MA-CT",2011,25,10,14,1,35048951,150,1,0
49340,"Worcester, MA-CT",2012,43,13,13,17,52178726,169,3,2
49340,"Worcester, MA-CT",2013,32,17,8,7,34341922,174,3,1
49340,"Worcester, MA-CT",2014,35,17,12,6,29749846,171,5,4
49340,"Worcester, MA-CT",2015,45,19,19,7,32302364,201,6,6
49340,"Worcester, MA-CT",2016,31,8,9,14,22699497,199,13,14
49340,"Worcester, MA-CT",2017,37,7,18,12,34627904,190,11,8
