stco_code,co_name,type,oic,comp_type,largest_city_pop,pop1990,pop2000,pop2010,pop2016,mf_share_1970,mf_share_2016,projected_jobs_2016,job_deficit,percent_job_deficit,yf_jobs_2000,yf_jobs_2010,yf_jobs_2016,prod_1980,prod_1990,prod_2000,prod_2010,prod_2016,incpercap_00,incpercap_10,incpercap_16,incpercap_ch0016,incpercap_ch0010,incpercap_ch1016,incpercap_sigch0016,incpercap_sigch0010,incpercap_sigch1016,epop_00,epop_10,epop_16,epop_ch_0016,epop_ch_0010,epop_ch_1016,epop_sigch_0016,epop_sigch_0010,epop_sigch_1016,medinc00,medinc10,medinc16,medinc_ch_0016,medinc_ch_0010,medinc_ch_1016,medinc_sigch_0016,medinc_sigch_0010,medinc_sigch_1016,score_0016,gscore_0016,pscore_0016,iscore_0016,ext_povrate_1216,nih_nsf_ed_16,hub_share_15,units_16,units_10,fb_share_10,fb_share_16,fb_share_ch_1016,fb_share_sigch_1016,ba_rate_nhw,ba_rate_col,ba_rate_ch,ba_rate_sigch,DissInd_WB2015
13059,Clarke County,2,0,0,122324,87593,101489,116714,124707,0.25612585,0.077265497,64.70647336,12.20243023,0.18858129,5881,5371,5455,63339.146890000004,69557.49323,82698.69706,92230.21697,91322.76222,25636.31849,22084.68602,23868.24134,-1768.07715,-3551.632462,1783.555312,1,1,0,0.73792215,0.671214931,0.746002603,0.008080453,-0.066707219,0.074787672,0,1,1,39587.21731,37588.94404,34999,-4588.217311,-1998.273268,-2589.944043,0,0,0,-0.463180684,-0.118157926,-0.808426906,-0.46295722,0.448396729,27676063,0.492694686,119,94,0.102633113,0.101445789,-0.001187324,0,0.54198493,0.237940179,0.304044751,1,0.335024968
13095,Dougherty County,3,1,4,74807,96311,96065,94565,90017,0.215673913,0.063859147,62.19808604,-13.01827158,-0.209303411,4361,3929,3523,69208.61904,73216.69578,92762.86888,97261.7644,96123.34622,24025.84146,20088.17356,23034.88158,-990.9598771,-3937.667902,2946.708025,0,1,0,0.659127172,0.557462847,0.632659522,-0.026467651,-0.101664325,0.075196674,0,1,1,43114.84633,31235.17161,37222,-5892.84633,-11879.67472,5986.828386,0,1,0,-0.997251095,-0.937407564,-0.930380555,-1.123965166,0.622266696,844144,0.352789615,86,54,0.021791768,0.013941811,-0.007849957,0,0.291828129,0.17787965,0.113948478,1,0.489071333
13121,Fulton County,1,0,0,431951.01,648951,816006,920581,1023336,0.146906251,0.029825607,888.0547292,-15.0086283,-0.016900567,83133,65292,75431,70532.54724,80681.79044,104939.9766,130568.2211,126895.5236,42955.29754,36653.69379,42907.56125,-47.73628687,-6301.603745,6253.867458,0,1,1,0.721034094,0.711250036,0.761023783,0.039989689,-0.009784058,0.049773747,1,0,1,65954.53686,58015.23525,63510,-2444.536858,-7939.301605,5494.764747,0,1,1,0.130485067,-0.108813324,0.013784789,0.486483735,0.272831518,114249278,0.580606756,11411,1101,0.129072973,0.131972295,0.002899322,0,0.696085146,0.368625447,0.327459699,1,0.717007148
13153,Houston County,1,0,0,73109.615,89208,110765,139900,152122,0.075385419,0.086423156,37.33958928,23.16652225,0.620427881,6209,4931,4476,91127.33873,90355.75814,99902.6843,117859.8778,109259.4886,27443.59347,26093.22128,28346.10551,902.5120388,-1350.372198,2252.884237,0,1,1,0.735195936,0.716123487,0.743804737,0.008608801,-0.019072448999999998,0.02768125,0,0,0,60821.2861,64131.81189,62493,1671.713902,3310.525794,-1638.811891,0,0,0,0.023541523,-0.021187468,-0.268265092,0.360077128,0.148157964,NA,0.400855729,775,646,0.062694989,0.051057704,-0.011637285,0,0.314779302,0.274361876,0.040417426,0,0.223991528
13185,Lowndes County,2,0,0,56409,75982,92115,109233,114628,0.300040034,0.08043039,31.32948949,19.15158323,0.611295733,6861,6288,6293,62344.36366,69400.70728,84550.53201,91365.34213,95421.55526,24793.2706,20377.58508,23156.38741,-1636.883191,-4415.68553,2778.802338,0,1,0,0.667044939,0.672973132,0.63175856,-0.035286379,0.005928193,-0.041214572,0,0,0,44784.58144,39677.58475,41449,-3335.58144,-5106.996685,1771.415245,0,1,0,-0.533539551,-1.97534e-4,-0.691268753,-0.909152365,0.43613906,86798,0.38044491,976,757,0.04210181,0.034581429,-0.007520381,0,0.319221734,0.135467458,0.183754276,1,0.483573609
13215,Muscogee County,2,0,0,199651,179278,186291,189885,197485,0.251388257,0.060915203,90.46622273,7.924835951,0.087599943,8761,7144,6728,67693.48184,77024.65083,94387.19448,104268.8562,110975.4956,26429.22614,25518.303,24478.45596,-1950.770183,-910.923146,-1039.847037,1,0,0,0.692151156,0.647989018,0.65389552,-0.038255636,-0.044162138,0.005906502,1,1,0,48500.36926,38856.18452,40060,-8440.369257,-9644.18474,1203.815483,1,1,0,-0.92528742,-0.713195246,-0.541224247,-1.521442767,0.371894216,230486,0.414297288,384,339,0.057206027,0.052667291,-0.004538736,0,0.357103936,0.207988166,0.14911577,1,0.579618725
13245,Richmond County,1,0,0,196805,189719,199775,200549,201647,0.180004478,0.065834242,111.2262544,2.719593332,0.024451002,11058,7732,7145,69734.53571,75772.4489,92539.66607,101571.6339,94945.57465,24876.55645,23397.50892,22220.60309,-2655.953363,-1479.047536,-1176.905827,1,1,0,0.664258626,0.631876826,0.621492002,-0.042766624,-0.0323818,-0.010384824,1,1,0,46114.23695,42993.93331,41419,-4695.236945,-3120.303636,-1574.933309,1,1,0,-1.133477,-0.870114388,-1.348275781,-1.182040833,0.251098051,545271,0.346298864,598,378,0.036795105,0.035611737,-0.001183367,0,0.257280794,0.197769406,0.059511389,1,0.423210248
15003,Honolulu County,1,0,0,352048,836231,876156,953207,992605,0.076853696,0.023514255,581.5213482,-105.4963482,-0.181414403,45503,34265,35772,86999.94189,100305.0797,97126.6103,116336.7135,112364.0772,31381.54146,32333.62522,34993.09068,3611.549222,952.0837656,2659.465456,1,1,1,0.729941225,0.767301887,0.779072277,0.049131052,0.037360662,0.01177039,1,1,0,72356.11729,75262.44399,80513,8156.882706,2906.326699,5250.556008,1,1,1,0.582287767,-0.198442954,0.464008939,1.481297317,0.023427867,88218301,0.619335239,1658,1891,0.203627423,0.194951668,-0.008675755,0,0.478797525,0.311033013,0.167764512,1,0.437600981
16001,Ada County,1,0,0,220281,205776,300904,392365,444028,0.088488699,0.069902832,105.0036232,129.2428629,1.230841936,33151,24427,24713,58346.81603,58738.26485,79085.76902,90603.1659,87379.70905,31746.39151,28372.43352,32757.03198,1010.640466,-3373.957996,4384.598463,0,1,1,0.793551402,0.734571084,0.780181701,-0.013369701,-0.058980318,0.045610617,0,1,1,64308.49582,55578.48776,61301,-3007.495819,-8730.008063,5722.512244,1,1,1,-0.164271919,0.142432556,-0.228008227,-0.407240087,0.033186066,14777410,0.393549473,4697,1285,0.053411294,0.055095625,0.00168433,0,0.391047856,0.307784066,0.08326379,0,0.472645883
16005,Bannock County,1,0,0,54592,66026,75565,82839,84377,0.051730601,0.053228637,32.38221916,3.476114171,0.107346385,4451,5193,3471,61828.70057,62489.70219,75961.95951,80452.98407,76057.20657,24336.5706,22270.97158,24615.2229,278.6522957,-2065.599026,2344.251321,0,1,0,0.744001804,0.694837281,0.661014928,-0.082986876,-0.049164524,-0.033822352,1,1,0,51127.62358,42163.74804,48429,-2698.623583,-8963.875541,6265.251958,0,1,1,-0.959490773,-0.570368346,-0.772585271,-1.535518701,0.159231806,3165470,0.348253461,202,140,0.021343188,0.047252213,0.025909025,1,0.296621099,0.134899527,0.161721572,0,0.506039588
16019,Bonneville County,1,0,0,59273,72207,82522,104234,112232,0.036576735,0.055879825,41.65706264,8.946102529,0.214755961,8990,6051,6579,57664.50648,58289.07735,77074.76693,81197.6747,75910.2801,25575.76852,22798.34765,26295.57513,719.8066094,-2777.420867,3497.227476,0,1,1,0.753744757,0.705146715,0.747614018,-0.006130739,-0.048598043,0.042467303,0,1,1,58266.50775,54337.60237,59706,1439.492247,-3928.905383,5368.39763,0,1,1,-0.236100448,-0.07653393,-0.744400812,0.112633397,0,0,0.398171147,707,325,0.059144103,0.060758073,0.00161397,0,0.342746307,0.193297558,0.149448749,0,0.446511929
16027,Canyon County,2,0,0,89732,90076,131441,188923,211698,0.31532825,0.147330404,31.00483755,31.95347256,1.030596355,9699,6332,7397,47096.05858,54032.2233,74848.3932,78834.10241,76771.05047,21337.76421,20045.63714,19975.79804,-1361.966167,-1292.127071,-69.83909679,1,0,0,0.755562717,0.672976523,0.741248082,-0.014314634,-0.082586194,0.06827156,0,1,1,50014.00225,46925.23391,48437,-1577.002253,-3088.76834,1511.766087,0,1,0,-0.441861564,0.113308037,-1.103370669,-0.335522061,0.138120216,NA,0.153014925,1882,360,0.084839622,0.074299238,-0.010540385,0,0.22850017,0.065967627,0.162532543,1,0.566456632
17019,Champaign County,1,0,0,85642,173024,179669,201081,208419,0.13252814500000001,0.07227364,129.0503913,-28.76810197,-0.222921462,6867,7701,5681,68407.18669,78835.94127,93358.39196,110465.7321,110773.3815,29576.33108,30339.12393,31618.37708,2042.046002,762.7928564,1279.253146,1,0,0,0.801135746,0.78022226,0.79155265,-0.009583096,-0.020913485,0.011330389,0,1,0,52656.58804,49694.71439,50335,-2321.588037,-2961.873643,640.2856058,0,1,0,-0.199740727,-0.589127587,0.322421973,-0.332516568,0,204592133,0.462742619,974,478,0.115913019,0.11383799,-0.002075029,0,0.459164627,0.456563956,0.00260067,0,0.460699006
17031,Cook County,2,0,0,2713596,5105067,5376741,5194675,5203499,0.285949078,0.069897386,4994.110379,-2309.327138,-0.462410112,260201,216597,252489,72106.12716,86842.74615,104337.7762,118932.0767,118681.1082,32537.11673,30739.51618,34462.82805,1925.711319,-1797.600545,3723.311864,1,1,1,0.705167502,0.705,0.75150914,0.046341638,1.01259e-4,0.046240379,1,0,1,64004.6542,56516.28963,60046,-3958.654204,-7488.364572,3529.710368,1,1,1,0.028855074,-0.422274798,0.063361596,0.445478425,0.152767547,707557248,0.634314571,10956,2730,0.210079312,0.210630001,5.50689e-4,0,0.504829692,0.26232781,0.242501882,1,0.77677822
17043,DuPage County,2,0,0,97809.426,781666,904161,916924,929368,0.202255085,0.086580625,413.2795467,228.2850138,0.552374333,70124,53084,56952,70083.04429,86070.17023,103666.3809,119427.2502,123285.5953,43835.51281,38941.81039,42496.81846,-1338.694351,-4893.702413,3555.008062,1,1,1,0.798354559,0.772131997,0.804519697,0.006165139,-0.026222562,0.0323877,0,1,1,94618.78751,79582.48214,84908,-9710.787509,-15036.30537,5325.517858,1,1,1,-0.336938196,-0.35579922,-0.23736256,-0.417652807,0,1594753,0.553616592,1386,618,0.186886948,0.184345706,-0.002541242,0,0.509694101,0.427068848,0.082625254,1,0.42989204600000003
17089,Kane County,2,0,0,132781.974,317471,404119,515269,531715,0.34508556,0.148342849,201.9227245,12.71378771,0.06296363,24112,23492,21209,63796.56477,77042.45338,89390.43822,102933.6788,106999.1643,34017.48692,31028.6404,33115.05701,-902.4299065,-2988.846524,2086.416617,0,1,1,0.760664514,0.744700339,0.766031684,0.00536717,-0.015964175,0.021331345,0,1,1,82721.57641,72160.23053,73347,-9374.576405,-10561.34588,1186.769473,1,1,0,-0.394098866,-0.508880087,-0.182446643,-0.490969867,0,0,0.327507673,1596,565,0.182364341,0.180241295,-0.002123047,0,0.442709726,0.14706811,0.295641616,1,0.458384936
17097,Lake County,2,0,0,88350,516418,644356,703462,703047,0.354302488,0.148581189,238.4550796,109.5294801,0.459329616,36966,35695,26983,74196.31678,86137.58191,102924.0535,121993.2354,121738.4757,45673.2097,38021.16049,43835.08745,-1838.122252,-7652.049215,5813.926963,1,1,1,0.770391754,0.741575825,0.789041545,0.018649792,-0.028815929,0.04746572,1,1,1,93344.88276,82035.70157,83152,-10192.88276,-11309.18119,1116.298431,1,1,0,-0.35776808,-0.49489914,-0.32,-0.258749089,0.025220889,300000,0.275982514,842,698,0.181197452,0.187523736,0.006326284,0,0.510063113,0.307881455,0.202181659,1,0.557343189
17113,McLean County,1,0,0,78138,129180,150433,169572,172418,0.183843186,0.03430587,89.46014827,-1.843868959,-0.020611065,7020,6662,5125,68724.77647,82099.65152,105718.0122,117535.0463,135122.8005,33077.68887,33560.23146,33960.79802,883.1091506,482.5425969,400.5665537,0,0,0,0.821263971,0.806558192,0.793787606,-0.027476365,-0.014705779,-0.012770587,1,0,0,65536.4062,65435.29061,62156,-3380.406196,-101.115585,-3279.290611,0,0,0,-0.278503138,-0.636942537,0.457725296,-0.656292172,0,3664493,0.484971354,331,427,0.052163314,0.075705553,0.023542238,1,0.429533547,0.482017701,-0.052484154,0,0.42234886
17115,Macon County,3,1,4,73327,117206,114706,110768,106550,0.374084296,0.198887884,94.6235138,-43.15684713,-0.456090092,4820,3935,3653,75043.7827,85920.55871,106249.2605,118555.1838,114349.2622,28507.54712,25442.3606,27679.8822,-827.6649171,-3065.186516,2237.521599,0,1,1,0.737352496,0.666830295,0.701298209,-0.036054287,-0.070522202,0.034467915,1,1,1,52766.69578,44934.32665,46198,-6568.695778,-7832.369126,1263.673348,1,1,0,-0.996460328,-1.088814026,-0.695215674,-1.205351284,0.403495363,0,0.442551506,56,101,0.023881136,0.016283435,-0.007597701,0,0.233455913,0.138997592,0.094458321,0,0.529119414
17143,Peoria County,3,1,3,115118,182827,183433,186494,185006,0.256603098,0.065712258,183.024681,-80.75390513,-0.441218664,10195,8873,6477,71956.09215,82892.97397,100508.5854,111331.8274,112248.0036,30350.84392,31635.60072,29968.75881,-382.0851104,1284.756807,-1666.841917,0,0,0,0.738961123,0.724327464,0.730421352,-0.008539771,-0.01463366,0.006093889,0,0,0,55720.09202,55373.1377,51975,-3745.092021,-346.9543242,-3398.137697,1,0,1,-0.626598861,-0.998793722,-0.433495301,-0.44750756,0.262165429,228613,0.363548561,105,455,0.043593776,0.054798223,0.011204447,1,0.328626322,0.236723765,0.091902557,0,0.585264006
17167,Sangamon County,1,0,0,116463,178386,188951,197465,197499,0.134942212,0.027084769,156.2758439,-42.64709419,-0.272896265,8938,7691,7079,70289.42366,75893.9527,91195.9376,99704.64038,101437.536,32470.54733,30506.48489,32258.99542,-211.5519094,-1964.062439,1752.51053,0,1,0,0.803127362,0.769082333,0.743509683,-0.059617679,-0.03404503,-0.02557265,1,1,1,59872.12949,55088.72237,53782,-6090.129495,-4783.407121,-1306.722374,1,1,0,-0.836678352,-0.646493492,-0.417230781,-1.446310784,0.235574324,107411,0.548031925,406,390,0.038130238,0.031281171,-0.006849067,0,0.365211031,0.306627303,0.058583728,0,0.55796099
17197,Will County,2,0,0,138046.134,357313,502266,677560,689529,0.28551626,0.086697155,143.974115,90.83127751,0.630886167,27942,24879,23961,73496.06535,86845.75014,102274.5652,106930.8966,109917.5074,34542.9322,30311.44474,34416.22288,-126.7093183,-4231.48746,4104.778141,0,1,1,0.76811804,0.736388566,0.784861499,0.016743459,-0.031729474,0.048472933,1,1,1,86745.38714,77984.70494,81438,-5307.387143,-8760.682201,3453.295059,1,1,0,0.129941433,0.961718701,-0.555993871,-0.01590053,0.049503617,NA,0.220002487,1782,618,0.11755172,0.115839943,-0.001711778,0,0.373318987,0.289333572,0.083985415,1,0.543876474
17201,Winnebago County,3,1,4,148422,252912,278418,295266,285873,0.474053607,0.174544234,173.885309,-40.28105626,-0.231653016,14621,10618,8927,63888.42277,73335.28539,90194.83928,106716.833,105683.7493,29711.23921,24283.9563,27280.95314,-2430.286063,-5427.282905,2996.996841,1,1,1,0.75722488,0.687079818,0.714126528,-0.043098352,-0.070145062,0.02704671,1,1,1,61166.94078,48089.25029,49749,-11417.94078,-13077.69049,1659.749707,1,1,0,-1.151841355,-1.182536909,-0.603606642,-1.669380513,0.206338763,NA,0.263174266,194,257,0.081019358,0.076152697,-0.004866661,0,0.239796711,0.173302258,0.066494453,0,0.503558929
18003,Allen County,3,1,3,262806,300835,331849,355329,370404,0.313944912,0.141822614,233.2977602,-38.62174015,-0.165546982,20888,15870,14020,62066.59269,65487.6496,77979.52029,90473.93835,93529.12328,30159.8911,26571.00695,27143.52672,-3016.364378,-3588.884149,572.519771,1,1,0,0.78735417,0.714059027,0.756744021,-0.030610149,-0.073295143,0.042684994,1,1,1,59473.5116,51671.34598,51173,-8300.511597,-7802.165614,-498.3459828,1,1,0,-0.842261312,-0.72749744,-0.593804775,-1.205481722,0.252339707,NA,0.287472623,1338,721,0.051714739,0.066802734,0.015087996,1,0.317069969,0.177761581,0.139308389,1,0.575486915
18035,Delaware County,3,1,4,69296,119659,118769,117671,115603,0.331111072,0.083835094,86.47497038,-35.00827038,-0.404837032,5385,3088,3063,54668.23681,59465.54166,72493.71285,77922.04965,82761.52412,28110.11706,22697.04053,25870.34525,-2239.771807,-5413.076529,3173.304722,1,1,1,0.722951867,0.661091549,0.699959297,-0.02299257,-0.061860318,0.038867748,0,1,1,48306.63538,39425.01516,41041,-7265.635383,-8881.62022,1615.984837,1,1,0,-1.042539643,-1.26460245,-0.715658612,-1.147357868,0.235331667,1052896,0.354548265,124,50,0.022758755,0.023104937,3.46181e-4,0,0.222813082,0.261120996,-0.038307915,0,0.510290742
18039,Elkhart County,2,0,0,52292,156266,182791,197559,203781,0.486212172,0.476413234,89.48852942,41.75313725,0.466575298,17476,8275,8661,56632.91849,62933.72677,79951.58339,111837.731,107798.2711,28304.53258,21496.0497,24037.40247,-4267.130104,-6808.482875,2541.35277,1,1,1,0.799471019,0.702780758,0.757133848,-0.042337171,-0.096690261,0.05435309,1,1,1,61992.05195,45844.67531,54216,-7776.051951,-16147.37664,8371.324689,1,1,1,-0.781790684,-0.765653226,-0.270224631,-1.309494196,0.095537933,NA,0.269265858,354,234,0.081054006,0.088585295,0.007531289,0,0.211327102,0.082330589,0.128996513,1,0.515669217
18057,Hamilton County,2,0,0,88980,108936,182740,274569,316373,0.233460505,0.04266998,27.67736532,117.529348,4.246406645,17392,14549,15574,68874.48071,83323.97512,95892.64361,98936.27063,102763.8634,45980.48118,39733.70738,44722.26876,-1258.212414,-6246.773796,4988.561382,0,1,1,0.813875118,0.812510688,0.841963443,0.028088325,-0.001364431,0.029452756,1,0,1,98993.828,88737.58078,89823,-9170.828002,-10256.24722,1085.419217,1,1,0,0.298535907,1.616503753,-0.704551487,-0.016344546,0,0,0.344487165,2553,1975,0.062361156,0.082216245,0.019855088,1,0.570893954,0.605823958,-0.034930003,0,0.284433289
18067,Howard County,3,1,4,58011,80827,84964,82752,82568,0.49252927,0.291351706,57.22818986,-15.57818986,-0.272211823,5872,5074,3632,54234.54439,60966.79578,76197.65744,98994.08976,101189.2765,30770.27654,24289.76097,26980.03926,-3790.237282,-6480.515565,2690.278283,1,1,1,0.722534583,0.618857746,0.705385581,-0.017149002,-0.103676837,0.086527835,0,1,1,60610.827,40337.56008,45702,-14908.827,-20273.26692,5364.43992,1,1,0,-0.987854196,-1.169089658,-0.195921628,-1.598551303,0.109476765,NA,0.703467579,318,13,0.015512867,0.013237574,-0.002275293,0,0.21728561,0.178603536,0.038682074,0,0.44683807
18081,Johnson County,2,0,0,55472,88109,115209,139654,151982,0.221608035,0.107338126,30.07176512,23.74554091,0.789629103,6198,4891,4953,54219.27274,55958.32397,69421.2864,77631.93407,77370.53573,32640.85287,31334.28547,33244.59968,603.7468163,-1306.567396,1910.314212,0,0,0,0.806556361,0.752398945,0.805131283,-0.001425077,-0.054157415,0.052732338,0,1,1,73441.86325,64040.66721,65991,-7450.863246,-9401.196034,1950.332787,1,1,0,-0.183303451,0.245054975,-0.264719276,-0.530246051,0,NA,0.242189673,688,651,0.034776336,0.049979603,0.015203267,1,0.322314763,0.342062635,-0.019747872,0,0.483234597
18089,Lake County,3,1,2,77646,475596,484564,496005,485846,0.452345598,0.121146729,325.7348118,-128.1871372,-0.3935322,22076,15792,14423,64099.50866,68640.03446,85440.86721,95868.25787,99310.45371,27349.871,23981.48446,27588.05699,238.1859953,-3368.386536,3606.572532,0,1,1,0.704353881,0.672340573,0.724786304,0.020432423,-0.032013308,0.052445731,1,1,1,58299.95821,49583.8034,53681,-4618.958206,-8716.154806,4097.1966,1,1,1,-0.382192497,-0.962674743,-0.123451304,-0.060451445,0.217501914,NA,0.158469211,1122,818,0.073992754,0.066253504,-0.00773925,0,0.263299315,0.160411071,0.102888244,1,0.730706336
18095,Madison County,3,1,4,55208,130669,133358,131636,129296,0.507503666,0.10383083,75.21713803,-33.94776377,-0.451330171,4595,3357,3008,56167.02462,59752.33143,75091.55346,81009.19956,80468.92793,28795.5066,23006.02233,25426.76516,-3368.741443,-5789.48427,2420.742827,1,1,1,0.703135328,0.664029268,0.691212927,-0.011922401,-0.03910606,0.027183659,0,1,0,54252.4534,42576.64442,45495,-8757.453397,-11675.80898,2918.355582,1,1,0,-1.160629777,-1.227302519,-1.218625949,-1.035960865,0.100494713,NA,0.221178239,98,80,0.019955637,0.02280813,0.0028524930000000002,0,0.176078172,0.125829596,0.050248576,0,0.577938644
18097,Marion County,3,1,3,852295,797159,860454,903393,941229,0.291690999,0.085114645,693.2864515,-63.17001874,-0.091116765,57681,45365,45829,66224.87961,73584.29998,93129.23654,116550.0232,110646.3157,30655.68033,24522.2938,27468.95811,-3186.72222,-6133.386526,2946.664306,1,1,1,0.769704536,0.705356668,0.749906227,-0.019798309,-0.064347868,0.044549559,1,1,1,56337.53163,42781.99448,44874,-11463.53163,-13555.53715,2092.005523,1,1,1,-0.862161673,-0.524680981,-0.663084836,-1.398719201,0.238357938,722033,0.530370823,1995,1404,0.089382215,0.094951388,0.005569173,0,0.375777704,0.177737055,0.198040649,1,0.521501307
18105,Monroe County,2,0,0,83793,108979,120563,137974,145496,0.213570708,0.095948082,62.7320101,8.275353993,0.13191597,5775,6119,4402,60412.66055,64981.43162,83409.16653,100878.7289,98640.57152,28960.26929,26441.84257,29922.34234,962.0730507,-2518.426718,3480.499769,0,1,1,0.779024426,0.739169705,0.761297404,-0.017727022,-0.039854721,0.0221277,0,1,0,46427.83494,39963.09821,43582,-2845.834942,-6464.736735,3618.901794,0,1,0,-0.309766102,-0.471828838,0.100805315,-0.558274782,0.218908577,217928492,0.475053121,465,261,0.078744708,0.077411063,-0.001333645,0,0.423681103,0.517657286,-0.093976183,0,0.392185686
18141,St. Joseph County,3,1,4,101531,247052,265559,266931,269141,0.264367552,0.116289892,180.263662,-48.68574606,-0.270080756,12277,8915,8802,56306.2722,61657.81676,75439.82182,87612.58085,88895.76437,28639.99233,25572.69732,26077.39078,-2562.601549,-3067.295003,504.6934542,1,1,0,0.773101161,0.707512873,0.72118351,-0.051917651,-0.065588288,0.013670637,1,1,0,56336.13786,46219.13718,48358,-7978.137863,-10117.00068,2138.862816,1,1,0,-1.004571489,-0.841481204,-0.620235129,-1.551998134,0.233790122,40881855,0.358858029,291,311,0.054712112,0.065746207,0.011034096,0,0.307433313,0.184097043,0.123336271,1,0.535783989
18157,Tippecanoe County,2,0,0,71082,130598,148955,172780,188059,0.262733016,0.158235074,84.04504795,10.45629538,0.124412986,6978,4936,5562,62363.1002,65006.38406,77646.08971,90187.40747,91564.50584,29682.95369,25742.49498,28688.47684,-994.4768489,-3940.458705,2945.981856,0,1,1,0.782895629,0.776186341,0.75632482,-0.026570809,-0.006709288,-0.019861521,1,0,0,53871.95449,41710.220909999996,51361,-2510.954495,-12161.73359,9650.779095,1,1,1,-0.383547948,-0.241198255,-0.295629952,-0.613815639,0.070762681,106319407,0.549260998,561,487,0.100507045,0.111613908,0.011106864,0,0.379365229,0.327208862,0.052156367,0,0.398259519
18163,Vanderburgh County,3,1,3,120038,165059,171922,179703,181721,0.290463261,0.112935971,132.2260812,-19.97936975,-0.151100067,9743,6487,6562,67428.33818,75955.69561,88719.8611,97235.89087,94075.67758,29660.77461,25201.77253,28083.66716,-1577.107451,-4459.002081,2881.89463,0,1,1,0.77352253,0.743465131,0.752617539,-0.020904991,-0.030057399,0.009152408,1,1,0,51322.75123,44243.60372,46064,-5258.751225,-7079.147501,1820.396276,1,1,0,-0.899450803,-0.957095011,-0.899117287,-0.842140111,0.163749579,-33195,0.394200301,426,277,0.026285498,0.030937536,0.004652038,0,0.265572379,0.191205212,0.074367167,0,0.484111773
18167,Vigo County,3,1,3,60767,106107,105848,107848,107931,0.291935137,0.12760732,83.83079839,-32.17996931,-0.3838681,6246,3878,3413,65473.92875,68697.05313,76996.19212,90859.74621,88338.26378,26284.06834,25187.0895,24415.437859999998,-1868.630479,-1096.978844,-771.6516352,1,0,0,0.705208151,0.641060417,0.669201302,-0.036006849,-0.064147734,0.028140885,1,1,0,46250.8263,43298.11495,43910,-2340.826295,-2952.711347,611.8850522,0,0,0,-0.90340471,-1.28233078,-0.643032734,-0.784850617,0.143648509,526851,0.318233877,406,164,0.023064525,0.040192345,0.01712782,1,0.264393232,0.195633509,0.068759723,0,0.422116635
19013,Black Hawk County,3,1,1,68414,123798,128012,131090,132904,0.398385458,0.181657568,90.19809973,-13.6852945,-0.151724865,5562,5142,4673,70026.40541,67334.61314,71581.21878,88253.67653,87599.31019,27374.34618,26911.93549,29892.63369,2518.287504,-462.4106922,2980.698196,0,0,1,0.767793918,0.785160367,0.785,0.017166672,0.017366449,-1.99777e-4,0,0,0,51940.19084,47593.99427,50470,-1470.190836,-4346.196569,2876.005733,0,1,0,0.171551721,-0.270623837,0.607714104,0.177564896,0.03343465,953160,0.230571332,422,318,0.057506039,0.074738157,0.017232117,0,0.275114759,0.318258664,-0.043143906,0,0.586695164
19061,Dubuque County,3,1,1,58762,86403,89143,93653,97003,0.387279117,0.15531953,65.04335152,-5.293351519,-0.0813819,5519,4408,3355,61632.83192,62625.84733,71281.86186,86946.76516,88496.38609,28428.19912,29019.3819,34108.93416,5680.735044,591.1827815,5089.552262,1,0,1,0.811675185,0.83247681,0.838251073,0.026575888,0.020801625,0.005774263,1,1,0,55168.15955,54660.4522,60456,5287.840453,-507.7073508,5795.547804,1,0,1,0.638576036,-0.414332944,1.299168722,1.03089233,0.100637052,NA,0.36569307,368,548,0.011386877,0.025030154,0.013643277,1,0.296026458,0.213668699,0.082357758,0,0.625335167
19103,Johnson County,1,0,0,73397,96119,111006,130882,146547,0.059865231,0.056063993,71.35737075,19.84471154,0.278103177,6794,5275,5821,63762.90589,62939.95291,74245.17496,86504.47518,87016.83749,32986.3119,32380.40547,32459.7111,-526.6007955,-605.9064293,79.30563381,0,0,0,0.826189251,0.798291037,0.805904224,-0.020285027,-0.027898214,0.007613187,1,1,0,55834.38107,54056.48143,58064,2229.618931,-1777.899636,4007.518567,0,0,0,0.007812153,0.271652781,-0.224924583,-0.023291739,0,153922937,0.555356743,1874,519,0.099363688,0.125229449,0.02586576,1,0.558597921,0.457018776,0.101579144,0,0.388121956
19113,Linn County,2,0,0,130570,168768,191701,211226,221661,0.364832837,0.137336437,121.1479482,10.28836797,0.084923997,10800,9460,8211,61798.03833,59235.96618,73016.14997,101400.2953,106258.1705,32484.75905,31483.91184,34450.90769,1966.148636,-1000.847214,2966.99585,1,0,1,0.824361618,0.831002499,0.818574291,-0.005787327,0.00664088,-0.012428207,0,0,0,64400.48456,59890.83901,64639,238.5154355,-4509.645559,4748.160995,0,1,1,0.434541245,-0.077857879,1.382783479,-0.001301865,0.03359783,1319443,0.296277908,748,818,0.029768181,0.037426521,0.00765834,0,0.355239562,0.344752331,0.010487231,0,0.399927151
