stco_code,ALL_TOTAL_passed_H,ALL_TOTAL_passed_L,ALL_TOTAL_total,MAM_TOTAL_passed_H,MAM_TOTAL_passed_L,MAM_TOTAL_total,MAS_TOTAL_passed_H,MAS_TOTAL_passed_L,MAS_TOTAL_total,MBL_TOTAL_passed_H,MBL_TOTAL_passed_L,MBL_TOTAL_total,MHI_TOTAL_passed_H,MHI_TOTAL_passed_L,MHI_TOTAL_total,MWH_TOTAL_passed_H,MWH_TOTAL_passed_L,MWH_TOTAL_total,stco_name,ALL_pass,MBL_pass,MWH_pass,MHI_pass,MAS_pass,MAM_pass
01051,4609.6,4261.32,9925,0,0,22,18.5,7,87,832.52,593.62,2626,175.52,50.96,439,3520.78,3260.9,6497,"Elmore County, Alabama",0.464443324937028,0.317029702970297,0.541908573187625,0.399817767653759,0.21264367816092,0
01053,1871.53,1636.83,4168,49,13,120,0,0,12,492.96,304.02,1645,0,0,94,1337.51,1087.8700000000001,2227,"Escambia County, Alabama",0.449023512476008,0.299671732522796,0.600588235294118,0,0,0.408333333333333
01055,4816.26,4176.43,11293,0,0,28,44.5,20.5,136,674.5500000000001,369.49,2049,333.75,71.39,893,3828.28,3263.9,8071,"Etowah County, Alabama",0.426481891437173,0.329209370424597,0.474325362408623,0.373740201567749,0.327205882352941,0
01057,753,628.02,1732,0,0,0,0,0,10,73.44,25.16,242,0,0,24,668.5,554.25,1406,"Fayette County, Alabama",0.434757505773672,0.303471074380165,0.475462304409673,0,0,NA
01059,1802.31,1504.7,4612,0,0,32,0,0,30,47.5,3.5,128,373.04999999999995,263.55,1213,1374.77,1104.17,3162,"Franklin County, Alabama",0.390787077189939,0.37109375,0.43477862112587,0.307543281121187,0,0
01061,1255.8899999999999,1106.99,2936,0,0,2,0,0,16,191.93,23.07,382,101,16.5,207,1024.29,895.61,2271,"Geneva County, Alabama",0.427755449591281,0.502434554973822,0.451030383091149,0.48792270531401,0,0
01063,103.71,70.71,821,0,0,0,0,0,10,95.95,62.82,807,0,0,4,0,0,0,"Greene County, Alabama",0.1263215590743,0.118897149938042,NA,0,0,NA
01065,661.52,586,1888,0,0,0,0,0,0,378.39,307.82,1256,0,0,36,308.66999999999996,257.95000000000005,586,"Hale County, Alabama",0.350381355932203,0.301265923566879,0.526740614334471,0,NA,NA
01067,738.3100000000001,644.9,1964,0,0,0,0,0,10,167.09,77.56,598,6,0,76,575.5300000000001,487.03999999999996,1212,"Henry County, Alabama",0.375921588594705,0.279414715719064,0.474859735973597,0.0789473684210526,0,NA
01069,5536.71,5008.23,11465,0,0,23,37,17,131,1507.26,1037.5,4415,296.77,94.16,627,3749.71,3305.63,6119,"Houston County, Alabama",0.482922808547754,0.341395243488109,0.612797842784769,0.473317384370016,0.282442748091603,0
01071,2788.06,2165.61,5896,316.15999999999997,118.74000000000001,625,0,0,34,60.5,6,233,106.74000000000001,33.58,315,2262.56,1579.32,4623,"Jackson County, Alabama",0.472873134328358,0.259656652360515,0.489413800562405,0.338857142857143,0,0.505856
01073,31101.64,28257.61,72510,0,0,93,708.79,513.9,1098,9639.75,7369.53,36856,2056.12,877.65,5598,18870.39,17480.04,27931,"Jefferson County, Alabama",0.42892897531375,0.261551714781854,0.675607389638753,0.367295462665238,0.645528233151184,0
01075,798.3,696.47,1845,0,0,0,0,0,0,125,14,232,10.5,3.5,32,720.9200000000001,600.05,1563,"Lamar County, Alabama",0.432682926829268,0.538793103448276,0.461241202815099,0.328125,NA,NA
01077,5211.860000000001,4815.13,9492,0,0,14,12,6,54,388.40000000000003,301.31,1231,163.35,103.03999999999999,394,4461.08,4070.65,7504,"Lauderdale County, Alabama",0.549079224610198,0.315515840779854,0.594493603411514,0.414593908629442,0.222222222222222,0
01079,1579.69,1343.1299999999999,3553,245.64,100.1,356,0,0,14,151.85,35.78,338,26,6,116,1207.13,1025.01,2643,"Lawrence County, Alabama",0.444607374050099,0.449260355029586,0.456727203934922,0.224137931034483,0,0.69
01081,9458.460000000001,8999.75,17831,0,0,51,607.83,501.45,774,1959.6299999999999,1530.79,5285,559.87,256.9,1107,6393.51,6061.3,10162,"Lee County, Alabama",0.53045033929673,0.37079091769158,0.629158630190907,0.505754290876242,0.78531007751938,0
01083,4270.55,3847.94,9229,0,0,58,0,0,79,403.2,225.72,1066,504.63,194.39000000000001,1181,3390.93,3019.28,6562,"Limestone County, Alabama",0.462731606891321,0.378236397748593,0.516752514477294,0.427290431837426,0,0
01085,224.98000000000002,129.57,1014,0,0,0,0,0,4,224.07,129.98,990,0,0,6,0,0,14,"Lowndes County, Alabama",0.221873767258383,0.226333333333333,0,0,0,NA
01087,306.21,189.85,1401,0,0,0,0,0,2,306.37,176.3,1371,0,0,8,0,0,10,"Macon County, Alabama",0.218565310492505,0.22346462436178,0,0,0,NA
01089,20818.81,19376.579999999998,39457,656.77,331.28,1115,915.04,611.3,1385,3841.41,2656.54,10967,1347.06,476.36,3069,13940.15,12593.1,21344,"Madison County, Alabama",0.527632866158096,0.350269900610924,0.653117972263868,0.438924731182796,0.660678700361011,0.589031390134529
01091,1185.4399999999998,923.17,2814,0,0,0,0,0,22,527.46,287.91,1640,53.5,13.5,90,643.29,562.15,1046,"Marengo County, Alabama",0.421265103056148,0.321621951219512,0.615,0.594444444444444,0,NA
01093,1783.52,1527.67,3530,0,0,18,0,0,26,20,0,114,9,3,80,1629.49,1382.55,3204,"Marion County, Alabama",0.505246458923513,0.175438596491228,0.508579900124844,0.1125,0,0
01095,6029.29,5642.22,13560,0,0,38,0,0,92,119.94,10.36,331,1050.3799999999999,784.76,3594,4814.17,4409.81,9221,"Marshall County, Alabama",0.44463790560472,0.362356495468278,0.522087626070925,0.292259321090707,0,0
01097,19446.29,17719.66,45374,173.04000000000002,94.93,586,596.78,303.97,1061,6875.57,5420.42,21039,739,255.8,1614,10836.44,9731.02,20093,"Mobile County, Alabama",0.428577819896857,0.326801178763249,0.539314189021052,0.457868649318463,0.562469368520264,0.295290102389079
01099,872.25,684.39,2528,23,7,64,0,0,6,385.49,210.43,1328,0,0,26,511.08000000000004,360.69,1078,"Monroe County, Alabama",0.345035601265823,0.290278614457831,0.474100185528757,0,0,0.359375
01101,7079.22,6040.58,22976,0,0,25,584.39,431.03000000000003,846,4148.53,3212.96,16958,521.4300000000001,156.85,1675,1777.4099999999999,1409.66,2782,"Montgomery County, Alabama",0.308113683844011,0.244635570232339,0.638896477354421,0.311301492537313,0.690768321513002,0
01103,6803.7300000000005,6000.18,14460,0,0,69,51.5,23.5,162,738.81,417.68,2160,778.29,431.41,2327,5236.95,4515.11,9434,"Morgan County, Alabama",0.470520746887967,0.342041666666667,0.555114479542082,0.334460678985819,0.317901234567901,0
01105,181.73000000000002,101.92,1061,0,0,0,0,0,0,183.48,101.28,1053,0,0,0,0,0,8,"Perry County, Alabama",0.171281809613572,0.174245014245014,0,NA,NA,NA
01107,640.69,520.15,1881,0,0,4,0,0,18,333.89,202.13,1050,15,0,57,329.08,226.06,726,"Pickens County, Alabama",0.340611376927166,0.317990476190476,0.453278236914601,0.263157894736842,0,0
01109,1394.83,1213.78,2897,0,0,18,23,10,44,623.3,459.12,1641,14,7,93,744.01,577,1043,"Pike County, Alabama",0.481473938557128,0.379829372333943,0.71333652924257,0.150537634408602,0.522727272727273,0
01111,1069.32,864.27,2724,0,0,4,0,0,8,238.24,137.89000000000001,720,42.5,9.5,140,822,607.64,1812,"Randolph County, Alabama",0.392555066079295,0.330888888888889,0.45364238410596,0.303571428571429,0,0
01113,2662.2599999999998,2435.7799999999997,7095,0,0,50,0,0,71,1150.94,916.5,3822,241.5,113.26,479,1175.92,971.59,2326,"Russell County, Alabama",0.37523044397463,0.301135531135531,0.505554600171969,0.504175365344468,0,0
01115,4830.63,4377.87,9703,0,0,10,12,6,106,400.76,177.66,1044,142.5,18,348,4238,3816.5299999999997,8003,"St. Clair County, Alabama",0.497849118829228,0.383869731800766,0.529551418218168,0.40948275862069,0.113207547169811,0
01117,16375.75,15934.23,28042,0,0,32,711.29,473.3,892,2191.7,1687.92,4846,1304.27,902.94,3079,12369.91,11556.39,18467,"Shelby County, Alabama",0.583972255901862,0.452269913330582,0.669838631071641,0.423601818772329,0.797410313901345,0
01119,257.73,79.42,1188,0,0,0,0,0,2,259.49,78.55,1168,0,0,8,0,0,8,"Sumter County, Alabama",0.216944444444444,0.222166095890411,0,0,0,NA
01121,3720.7799999999997,3207.88,8859,0,0,6,0,0,56,1060.06,663.1,3366,27,0,188,2660.12,2236.24,5145,"Talladega County, Alabama",0.42,0.314931669637552,0.517030126336249,0.143617021276596,0,0
01123,1601.41,1408.85,4281,0,0,8,12,6,43,370.65,244.35,1402,73.71000000000001,24.89,197,1178.42,1014.98,2577,"Tallapoosa County, Alabama",0.374073814529316,0.264372325249643,0.457283663174234,0.374162436548223,0.27906976744186,0
01125,9690.55,8673.65,21136,0,0,38,69,34.5,255,2794.73,1995.66,9031,527.78,167.24,1260,6384.93,5707.36,10288,"Tuscaloosa County, Alabama",0.458485522331567,0.309459639021149,0.620619167962675,0.418873015873016,0.270588235294118,0
01127,3412.89,3021.08,7697,0,0,16,0,0,34,233.06,62.66,652,85.51,17.61,304,3072.66,2676.49,6586,"Walker County, Alabama",0.443405222814083,0.357453987730061,0.466544184634072,0.281282894736842,0,0
01129,755.48,564.52,2130,44.76,7.14,167,0,0,12,233.3,45.53,572,0,0,18,560.14,387.58,1341,"Washington County, Alabama",0.35468544600939,0.407867132867133,0.417703206562267,0,0,0.268023952095808
01131,245.12,159.7,1283,0,0,0,0,0,0,235.14999999999998,150.34,1273,0,0,0,0,0,10,"Wilcox County, Alabama",0.191052221356196,0.184721131186174,0,NA,NA,NA
01133,1325.83,1123.19,3042,0,0,8,0,0,23,0,0,30,41.72,11.2,105,1234.3799999999999,1042.24,2822,"Winston County, Alabama",0.435841551610782,0,0.437413182140326,0.397333333333333,0,0
02013,79.5,14.5,162,52.5,9.5,128,0,0,12,0,0,0,0,0,4,0,0,16,"Aleutians East Borough, Alaska",0.490740740740741,NA,0,0,0,0.41015625
02016,148.27,83.58,325,9,0,74,92.08,30.5,147,0,0,0,10.5,3.5,48,9,3,50,"Aleutians West Census Area, Alaska",0.456215384615385,NA,0.18,0.21875,0.626394557823129,0.121621621621622
02020,15025.05,13069.52,34882,886.83,183.31,2938,2029.6,902.09,6087,476.78,65.82000000000001,1970,1490.34,531.83,3861,8991.74,7004.97,14630,"Anchorage Municipality, Alaska",0.430739349807924,0.242020304568528,0.61460970608339,0.385998445998446,0.333431904057828,0.301848196051736
02050,1208.17,137.91,3770,1145.18,94.54,3620,0,0,16,0,0,2,0,0,12,66,23,118,"Bethel Census Area, Alaska",0.32046949602122,0,0.559322033898305,0,0,0.316348066298343
02060,57.5,16.5,84,10.5,3.5,50,0,0,4,0,0,4,0,0,0,0,0,24,"Bristol Bay Borough, Alaska",0.68452380952381,0,0,NA,0,0.21
02068,311.15,214.6,603,0,0,35,0,0,16,0,0,24,14,0,45,248.13,154.66,405,"Denali Borough, Alaska",0.516003316749585,0,0.612666666666667,0.311111111111111,0,0
02070,270.79,94.87,752,203.28,12.8,568,0,0,0,0,0,0,0,0,6,0,0,46,"Dillingham Census Area, Alaska",0.360093085106383,NA,0,0,NA,0.357887323943662
02090,5235.05,4433,11738,362.08,31.22,1067,83,15,402,131.55,33.63,475,360.24,121.5,945,3814.34,3006.7599999999998,7184,"Fairbanks North Star Borough, Alaska",0.445991651047879,0.276947368421053,0.530949331848552,0.381206349206349,0.206467661691542,0.339343955014058
02100,116.13,68.4,172,9,3,30,0,0,4,0,0,0,0,0,10,93.5,39.5,118,"Haines Borough, Alaska",0.675174418604651,NA,0.792372881355932,0,0,0.3
02105,104,26,214,31,3,100,0,0,0,0,0,4,0,0,2,24,12,82,"Hoonah-Angoon Census Area, Alaska",0.485981308411215,0,0.292682926829268,0,NA,0.31
02110,1567.67,1315.55,3471,200.87,44.49,670,143.12,34.28,342,0,0,46,76.5,9.5,187,1038.1100000000001,804.21,1666,"Juneau City and Borough, Alaska",0.451647940074906,0,0.623115246098439,0.409090909090909,0.418479532163743,0.299805970149254
02122,3159.27,2395.7,6331,160.51,34.72,579,0,0,80,0,0,26,43,0,281,2471.77,1816.31,4574,"Kenai Peninsula Borough, Alaska",0.499015953245933,0,0.540395714910363,0.153024911032028,0,0.277219343696028
02130,797.94,612.86,1682,229.91,77.41,536,78,31.5,160,0,0,6,9,3,42,452.15999999999997,324.72,866,"Ketchikan Gateway Borough, Alaska",0.474399524375743,0,0.522124711316397,0.214285714285714,0.4875,0.428936567164179
02150,636.76,511.15,1684,84.42,31.38,308,147.3,83.68,463,0,0,10,62.5,7.5,168,320.14,227.05,637,"Kodiak Island Borough, Alaska",0.37812351543943,0,0.502574568288854,0.37202380952381,0.318142548596112,0.274090909090909
02164,18,6,252,6,0,204,0,0,0,0,0,2,0,0,0,0,0,28,"Lake and Peninsula Borough, Alaska",0.0714285714285714,0,0,NA,NA,0.0294117647058824
02170,5655.22,4834.2,12357,838.59,390.03000000000003,1985,112.5,19,388,40.5,6.5,238,74,19,374,4406.3,3608.36,8829,"Matanuska-Susitna Borough, Alaska",0.457653152059561,0.170168067226891,0.499071242496319,0.197860962566845,0.289948453608247,0.422463476070529
02180,672.57,93.65,1866,569.97,41.48,1690,0,0,10,0,0,2,0,0,2,0,0,70,"Nome Census Area, Alaska",0.360434083601286,0,0,0,0,0.337260355029586
02185,382.83,137.31,1417,278.39,26.52,1093,79.63,28.58,153,0,0,8,0,0,2,0,0,34,"North Slope Borough, Alaska",0.270169371912491,0,0,0,0.520457516339869,0.254702653247941
02188,472.68,90.49,1495,432.42,58.31,1417,0,0,2,0,0,4,0,0,2,0,0,42,"Northwest Arctic Borough, Alaska",0.316173913043478,0,0,0,0,0.305165843330981
02195,220.13,141.49,419,55,8,128,0,0,28,0,0,8,0,0,16,141.14999999999998,98.64,235,"Petersburg Borough, Alaska",0.525369928400955,0,0.60063829787234,0,0,0.4296875
02198,334.12,157.65,866,113.97,21.43,373,0,0,18,0,0,2,0,0,26,178.78,76.72,361,"Prince of Wales-Hyder Census Area, Alaska",0.385819861431871,0,0.495235457063712,0,0,0.305549597855228
02220,463.96000000000004,427.4,934,122.50999999999999,81.74000000000001,289,57.5,16.5,90,0,0,4,0,0,42,269.51,230.9,445,"Sitka City and Borough, Alaska",0.496745182012848,0,0.605640449438202,0,0.638888888888889,0.423910034602076
02230,57,27,68,0,0,2,0,0,0,0,0,0,0,0,6,28,14,56,"Skagway Municipality, Alaska",0.838235294117647,NA,0.5,0,NA,0
02240,359.71,234.77999999999997,807,37,3,166,0,0,16,0,0,10,3,0,35,289.24,207.7,554,"Southeast Fairbanks Census Area, Alaska",0.445737298636927,0,0.522093862815885,0.0857142857142857,0,0.22289156626506
02261,473.68,338.21,1028,52,0,238,20.5,0,100,0,0,2,0,0,32,323.06,184.69,545,"Valdez-Cordova Census Area, Alaska",0.460778210116732,0,0.592770642201835,0,0.205,0.218487394957983
02270,560.78,10.92,1968,564.2,10.5,1950,0,0,2,0,0,0,0,0,0,0,0,12,NA,0.28494918699187,NA,0,NA,0,0.289333333333333
02275,97.74,49.6,162,62,21,82,0,0,10,0,0,0,0,0,2,37,15,62,"Wrangell City and Borough, Alaska",0.603333333333333,NA,0.596774193548387,0,0,0.75609756097561
02282,6,0,65,0,0,36,0,0,4,0,0,0,0,0,4,0,0,17,"Yakutat City and Borough, Alaska",0.0923076923076923,NA,0,0,0,0
02290,239.01,71.94999999999999,866,87,0,571,0,0,8,0,0,10,0,0,12,80.55,38.8,238,"Yukon-Koyukuk Census Area, Alaska",0.275993071593533,0,0.33844537815126,0,0,0.152364273204904
04001,2310.47,1655.16,8236,1416.3899999999999,887.42,6415,0,0,23,0,0,22,193.91,79.65,460,709.54,539.05,1262,"Apache County, Arizona",0.280533025740651,0,0.562234548335975,0.42154347826087,0,0.220793452844895
04003,6250.33,5012.8,14758,0,0,88,92.1,42.9,287,160.31,62.1,574,2847.83,1829.15,8078,3069.28,2180.75,5276,"Cochise County, Arizona",0.423521479875322,0.279285714285714,0.581743745261562,0.352541470661055,0.320905923344948,0
04005,5284.21,4368.63,13801,987.9300000000001,568.37,4614,41,17,184,0,0,100,944.6999999999999,443.19,2798,3238.51,2588.07,5654,"Coconino County, Arizona",0.382886022751974,0,0.572782101167315,0.337634024303074,0.222826086956522,0.214115734720416
04007,1718.51,1324.8,5652,238.73,63.14,1671,0,0,48,0,0,20,448.21,262.62,1450,1022.92,796,2343,"Gila County, Arizona",0.304053432413305,0,0.436585574050363,0.309110344827586,0,0.142866546977858
04009,2409.72,2032.53,5164,86.3,49.76,446,0,0,26,0,0,42,739.82,475.44,1776,1526.3600000000001,1271.05,2770,"Graham County, Arizona",0.466638264910922,0,0.551032490974729,0.416565315315315,0,0.193497757847534
04011,594.71,511.76,1262,0,0,38,0,0,8,0,0,16,310.96999999999997,258.04999999999995,668,289.02,202.66,516,"Greenlee County, Arizona",0.471244057052298,0,0.560116279069767,0.465523952095808,0,0
04012,662.09,369.76,1987,137.3,41.07,510,0,0,4,0,0,2,324.88,127.36,928,174.99,91.45,453,"La Paz County, Arizona",0.333210870659285,0,0.386291390728477,0.350086206896552,0,0.26921568627451
04013,263986.64,239951.89,563379,2485.12,481.85,11545,13754.72,9299.85,22668,13307.76,3400.51,36765,89011.83,66313.3,249967,144005.26,125445.59,225899,"Maricopa County, Arizona",0.468577352013476,0.36196817625459,0.637476305782673,0.356094324450828,0.606790188812423,0.215255088783023
04015,7813.19,6736.1,18447,172.3,15,630,9,3,264,18.5,6,179,1854.43,1084.84,4801,5650.82,4791.33,12105,"Mohave County, Arizona",0.423548002385212,0.103351955307263,0.466817017761256,0.386259112684857,0.0340909090909091,0.273492063492064
04017,4541.88,3852.8,13449,1258.95,832.39,6039,0,0,66,0,0,54,680.34,386.69,1827,2566.21,2201.9,5072,"Navajo County, Arizona",0.337711354004015,0,0.505956230283912,0.372380952380952,0,0.208469945355191
04019,47557.63,41758.5,109402,658.57,86.42999999999999,3196,1453.93,853.63,2935,1275.99,242.65,4368,21549.21,16561.07,59705,21853.42,17992.54,35786,"Pima County, Arizona",0.434705307032778,0.292122252747253,0.61066953557257,0.3609280629763,0.495376490630324,0.206060700876095
04021,16861.36,14640.039999999999,45530,643.89,120.61,2690,175.5,70.5,789,944.26,134.55,2683,6293.82,4302.34,18982,9282.32,7345.89,18902,"Pinal County, Arizona",0.370335163628377,0.351941856131196,0.49107607660565,0.331567801074702,0.222433460076046,0.239364312267658
04023,3075.2599999999998,2592.15,7790,0,0,4,0,0,38,0,0,6,2861.36,2448.0299999999997,7510,94,41,222,"Santa Cruz County, Arizona",0.394770218228498,0,0.423423423423423,0.381006657789614,0,0
04025,8934.23,7367.64,19780,124.5,3.5,528,98,49,271,0,0,172,2032.86,1093.15,5543,6566.36,5118.68,12704,"Yavapai County, Arizona",0.451679979777553,0,0.516873425692695,0.366743640627819,0.361623616236162,0.235795454545455
04027,10723.86,9628.27,29447,38.5,0,307,45,18,278,90.5,22,377,8197.92,7106.94,24450,2266.71,1610.41,3875,"Yuma County, Arizona",0.364174958399837,0.240053050397878,0.584957419354839,0.335293251533742,0.161870503597122,0.125407166123779
05001,1115.03,1007.55,2124,0,0,2,0,0,18,291.12,187.8,664,58.5,17.5,107,812.58,715.05,1287,"Arkansas County, Arkansas",0.524967043314501,0.438433734939759,0.631375291375291,0.546728971962617,0,0
05003,1302.42,1181.6,2683,0,0,0,0,0,4,262.59,182.12,715,151.92000000000002,93.74000000000001,282,913.75,829.55,1640,"Ashley County, Arkansas",0.485434215430488,0.367258741258741,0.557164634146341,0.538723404255319,0,NA
05005,2482.64,2335.18,3915,0,0,22,0,0,32,0,0,8,99.46000000000001,42,154,2333.8399999999997,2139.55,3595,"Baxter County, Arkansas",0.634135376756066,0,0.649190542420028,0.645844155844156,0,0
05007,23283.54,22448.41,34583,217.07,122.84,548,1317.01,845.4,1630,315.08,142.5,669,5340.41,4421.22,8870,15863.86,14803.95,21832,"Benton County, Arkansas",0.673265477257612,0.470971599402093,0.726633382191279,0.602075535512965,0.807981595092024,0.396113138686131
05009,3181.15,2899.91,4512,0,0,40,0,0,31,0,0,26,36,18,114,2992.9300000000003,2718.61,4229,"Boone County, Arkansas",0.705042109929078,0,0.70771577205013,0.315789473684211,0,0
05011,661.59,576.11,1566,0,0,2,0,0,0,121.97999999999999,66.17,430,181.47,97.43,395,413.59,325.68,721,"Bradley County, Arkansas",0.422471264367816,0.283674418604651,0.573633841886269,0.459417721518987,NA,0
05013,194.38,155.5,432,0,0,0,0,0,0,60.5,5.5,110,0,0,28,150.26,113.73000000000002,294,"Calhoun County, Arkansas",0.449953703703704,0.55,0.51108843537415,0,NA,NA
05015,1575.29,1434.8,2946,0,0,24,23,3,98,0,0,20,464.69,383.6,923,1096.24,977.35,1871,"Carroll County, Arkansas",0.534721656483367,0,0.585911277391769,0.503456121343445,0.23469387755102,0
05017,378.69,302.65999999999997,996,0,0,0,0,0,0,278.48,199.73,780,80,25,116,65,22,92,"Chicot County, Arkansas",0.380210843373494,0.357025641025641,0.706521739130435,0.689655172413793,NA,NA
05019,1163.12,1053.9,2233,0,0,6,0,0,18,246.96,144.2,648,192.36,73.6,302,758.8,670.6600000000001,1223,"Clark County, Arkansas",0.520877742946708,0.381111111111111,0.620441537203598,0.636953642384106,0,0
05021,972.9599999999999,851.25,1859,0,0,0,0,0,2,0,0,18,0,0,42,928.27,810.8,1793,"Clay County, Arkansas",0.523378160301237,0,0.517718906860011,0,0,NA
05023,1523.1399999999999,1355.65,2471,0,0,8,0,0,10,0,0,6,68.5,27.5,98,1447.13,1287.1,2327,"Cleburne County, Arkansas",0.616406313233509,0,0.621886549204985,0.698979591836735,0,0
