year,cbsa_2013_fips,cbsa_2013_name,naics2_code,naics2_name,indicator,2006_ls_share,2006_im_share,2006_ns_share,2011_ls_share,2011_im_share,2011_ns_share,2015_ls_share,2015_im_share,2015_ns_share,value
2016,10420,Akron; OH Metropolitan Statistical Area,81,Other services (except public administration),Aggregate Wage,-0.0725371,1.382e-4,0.1444724,-0.1220436,0.0077862,0.1422708,-0.0745343,0.0062585,0.0167614,448000000
2016,10420,Akron; OH Metropolitan Statistical Area,81,Other services (except public administration),Employment,-0.0948115,-0.0033303,0.0607904,-0.0980107,-0.0090077,0.0921008,-0.0675434,-0.0014595,0.0172098,13273
2016,10420,Akron; OH Metropolitan Statistical Area,81,Other services (except public administration),GDP,-0.0108792,-0.1837734,0.1038892,-0.0423805,-0.0411677,0.1026629,-0.0625613,-4.603e-4,0.0172899,700000000
2016,10420,Akron; OH Metropolitan Statistical Area,FH,Fishing; Hunting; Etc.,Aggregate Wage,0.2354542,0.2155005,0.1893364,0.2654629,0.1598181,0.1783001,0.0230208,0.0387888,0.0167614,3079000
2016,10420,Akron; OH Metropolitan Statistical Area,FH,Fishing; Hunting; Etc.,Employment,0.6086314,0.0262314,0.0984705,0.7109439,0.0232308,0.1229681,0.1269223,0.0029267,0.0172098,78
2016,10420,Akron; OH Metropolitan Statistical Area,FH,Fishing; Hunting; Etc.,GDP,1.005242,0.0093168,0.1554474,1.007321,0.1038001,0.1506968,0.2036581,0.0416977,0.0172899,18800000
2016,10420,Akron; OH Metropolitan Statistical Area,FR,Farms,Aggregate Wage,-0.4251166,0.0965224,0.05847,-0.2505406,0.1296447,0.0926274,0.2199145,0.0510183,0.0167614,2455000
2016,10420,Akron; OH Metropolitan Statistical Area,FR,Farms,Employment,0.0565418,-0.0347408,0.0603105,0.1587734,-0.0901561,0.092673,0.1083177,-0.0190807,0.0172098,1476
2016,10420,Akron; OH Metropolitan Statistical Area,FR,Farms,GDP,-0.0827477,0.0023789,0.1375249,-0.2659172,-5.553e-4,0.083321,0.0512872,0.0690236,0.0172899,40000000
2016,10420,Akron; OH Metropolitan Statistical Area,GVF,Federal Government,Aggregate Wage,-0.1298788,-0.07845,0.1321611,-0.0444851,-0.1787432,0.131215,-0.0422467,-0.0130851,0.0167614,174000000
2016,10420,Akron; OH Metropolitan Statistical Area,GVF,Federal Government,Employment,-0.148417,-0.0407851,0.0601418,-0.0937173,-0.1140744,0.0878791,-0.0510553,-0.0044138,0.0172098,2011
2016,10420,Akron; OH Metropolitan Statistical Area,GVF,Federal Government,GDP,-0.1566456,-0.0554835,0.1140179,-0.0729807,-0.1209286,0.0988773,-0.0473669,-4.75e-4,0.0172899,389000000
2016,10420,Akron; OH Metropolitan Statistical Area,GVL,Local Government,Aggregate Wage,-0.1123766,-0.0561501,0.1276721,-0.06613,-0.0856528,0.1342058,-0.0131135,-6.044e-4,0.0167614,1410000000
2016,10420,Akron; OH Metropolitan Statistical Area,GVL,Local Government,Employment,-0.146119,-0.0373448,0.0524163,-0.0969114,-0.074715,0.0862148,-0.006404,-0.0068695,0.0172098,28055
2016,10420,Akron; OH Metropolitan Statistical Area,GVL,Local Government,GDP,-0.1824497,-0.0914437,0.1031033,-0.1355239,-0.0886102,0.0932766,-0.0102551,-0.0127799,0.0172899,2020000000
2016,10420,Akron; OH Metropolitan Statistical Area,GVS,State Government,Aggregate Wage,0.0429611,-0.0303821,0.1541593,-0.0280838,-0.0687793,0.1416194,-0.0183634,-0.0043279,0.0167614,604000000
2016,10420,Akron; OH Metropolitan Statistical Area,GVS,State Government,Employment,0.0644058,-0.037394,0.0715074,-0.0021501,-0.077217,0.0934169,-0.0248411,-0.0106273,0.0172098,16023
2016,10420,Akron; OH Metropolitan Statistical Area,GVS,State Government,GDP,0.1094003,-0.0856417,0.1364081,-0.0027637,-0.0818132,0.1062114,-0.0331447,-0.0171059,0.0172899,1230000000
2016,10420,Akron; OH Metropolitan Statistical Area,PH,Private Household Workers,Aggregate Wage,-0.1206944,-0.0799091,0.1226768,-0.0083282,-0.0019465,0.1677937,-0.0645458,-0.0863257,0.0167614,17800000
2016,10420,Akron; OH Metropolitan Statistical Area,PH,Private Household Workers,Employment,-0.5288353,0.2230072,0.0462126,-0.3319714,0.032048,0.0777011,0.036448,0.0011367,0.0172098,231
2016,10420,Akron; OH Metropolitan Statistical Area,PH,Private Household Workers,GDP,-0.042143,-0.1665026,0.0823731,0.0319751,0.0517689,0.104573,0.078245,-0.0137294,0.0172899,27400000
2016,10420,Akron; OH Metropolitan Statistical Area,PNFTOT,Private non-narm total payroll employment,Aggregate Wage,-0.0663629,-0.0067085,0.1343041,-0.0433567,0.0122088,0.1458332,-0.010951,-0.003983,0.0167614,14300000000
2016,10420,Akron; OH Metropolitan Statistical Area,PNFTOT,Private non-narm total payroll employment,Employment,-0.0430032,6.272e-4,0.0587367,-0.0251341,0.0128457,0.0933647,-0.0053671,-0.0017465,0.0172098,294337
2016,10420,Akron; OH Metropolitan Statistical Area,PNFTOT,Private non-narm total payroll employment,GDP,0.0186699,-0.0247084,0.115024,0.0192619,0.0010431,0.1037812,0.0146598,-0.0022403,0.0172899,33500000000
2016,10420,Akron; OH Metropolitan Statistical Area,TOTAL,Total payroll employment (excluding military),Aggregate Wage,-0.0679425,-0.0130471,0.134288,-0.0449194,-0.0026772,0.1443906,-0.0117883,-0.0038964,0.0167614,16500000000
2016,10420,Akron; OH Metropolitan Statistical Area,TOTAL,Total payroll employment (excluding military),Employment,-0.0488546,-0.0048174,0.0586941,-0.0307807,-0.0011757,0.0926353,-0.0061701,-0.0026772,0.0172098,342211
2016,10420,Akron; OH Metropolitan Statistical Area,TOTAL,Total payroll employment (excluding military),GDP,0.0050407,-0.031825,0.1148309,0.0065209,-0.0095514,0.1030668,0.0110638,-0.0032516,0.0172899,37200000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,21,"Mining, quarrying, and oil and gas extraction",Aggregate Wage,0.0139761,-0.1975966,0.1020039,-0.0292614,-0.0102193,0.1308712,0.0546577,-0.0131066,0.0167614,29800000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,21,"Mining, quarrying, and oil and gas extraction",Employment,0.2321083,-0.2179019,0.0526951,0.3547277,-0.0874759,0.1037889,0.0325556,-0.0363874,0.0172098,606
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,21,"Mining, quarrying, and oil and gas extraction",GDP,0.0407931,-0.2943872,0.0924724,0.2351685,-0.0271855,0.1288952,-0.1547107,-0.0650422,0.0172899,107000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,22,Utilities,Aggregate Wage,0.2922308,-0.0558843,0.1896904,0.0327071,-0.0905848,0.1455493,-0.0049669,-0.0118987,0.0167614,202000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,22,Utilities,Employment,0.187667,-0.0791859,0.0722586,0.1062469,-0.1032636,0.094293,0.0212987,-0.017386,0.0172098,1692
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,22,Utilities,GDP,0.0955266,-0.0907236,0.1256437,0.0433726,-0.1167636,0.1005469,0.0151689,0.0374879,0.0172899,918000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,23,Construction,Aggregate Wage,0.1374359,-0.1064196,0.1465441,-0.1346174,0.1522432,0.1501025,-0.067408,0.0398695,0.0167614,1220000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,23,Construction,Employment,0.152714,-0.1548015,0.0603824,-0.0829923,0.1223347,0.0964691,-0.0674411,0.0242681,0.0172098,18608
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,23,Construction,GDP,0.1525283,-0.2379746,0.1149486,-0.1033165,0.0589938,0.1034163,-0.0583786,0.0168867,0.0172899,2250000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,31,Manufacturing,Aggregate Wage,0.0397643,-0.188717,0.1333354,-0.0046542,-0.0860333,0.1428196,-0.0106968,-0.0256133,0.0167614,1560000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,31,Manufacturing,Employment,0.2598274,-0.19409969999999999,0.0636123,0.1959477,-0.0701137,0.0993769,0.0358772,-0.0191767,0.0172098,26282
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,31,Manufacturing,GDP,0.2456619,-0.1740179,0.1236072,0.2452987,-0.1332854,0.1097097,0.003088,-0.0261022,0.0172899,4690000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,42,Wholesale trade,Aggregate Wage,-0.1485045,-0.0605054,0.1217803,-0.0398344,-0.0368663,0.1439023,-0.0155952,-0.0231102,0.0167614,994000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,42,Wholesale trade,Employment,-0.066528,-0.0665725,0.0562495,-0.0211783,-0.0296871,0.093153,-0.0131866,-0.0137976,0.0172098,13778
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,42,Wholesale trade,GDP,-0.0832863,-0.0480499,0.1047832,-0.0347455,0.0362857,0.1054459,-0.0133038,-0.0086064,0.0172899,2830000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,44,Retail Trade,Aggregate Wage,0.0406764,-0.1158824,0.1343823,0.0175723,-0.0289705,0.147777,0.0103937,-0.0063467,0.0167614,1590000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,44,Retail Trade,Employment,-0.0537203,-0.0428727,0.0576868,-0.0366772,-0.0221211,0.0920239,0.0016531,-0.0061977,0.0172098,48294
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,44,Retail Trade,GDP,-0.0235848,-0.0902467,0.110603,-0.0665016,0.0096782,0.1007861,0.0102391,-0.0078469,0.0172899,3550000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,48,Transportation and Warehousing,Aggregate Wage,-0.1902433,0.063094,0.1311658,-0.1476469,0.0855167,0.1450351,-0.0252804,0.0171813,0.0167614,513000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,48,Transportation and Warehousing,Employment,-0.1628349,0.0753086,0.0529069,-0.0800413,0.0944138,0.0923399,-9.525e-4,0.0211113,0.0172098,11937
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,48,Transportation and Warehousing,GDP,-0.1116972,-0.0251513,0.105981,-0.0816886,0.0206221,0.0990614,0.0319852,0.0225627,0.0172899,1190000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,51,Information,Aggregate Wage,-0.1267602,0.0159326,0.1157164,0.0457461,0.0854968,0.1480092,0.0540443,0.0281814,0.0167614,766000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,51,Information,Employment,-0.0733497,-0.1529746,0.0480327,-0.027811,-0.0709706,0.0889608,0.0062294,-0.0109451,0.0172098,8671
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,51,Information,GDP,0.1587313,0.1991983,0.1420495,0.1016627,0.1002075,0.1103825,-0.0098028,0.0375811,0.0172899,4110000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,52,Finance and insurance,Aggregate Wage,0.1047693,0.0066602,0.1536489,0.0445024,-0.0055144,0.146601,0.0285388,-0.0136009,0.0167614,1840000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,52,Finance and insurance,Employment,-0.0407154,-0.0449632,0.0593379,-0.0206834,-0.0349329,0.0921556,-0.0049399,-0.0039962,0.0172098,20595
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,52,Finance and insurance,GDP,0.1333449,-0.0797449,0.1386929,0.0140014,-0.0439692,0.1051489,-0.0195798,-0.0061392,0.0172899,7770000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,53,Real estate and rental and leasing,Aggregate Wage,0.0136156,-0.0654799,0.1210505,0.0602274,0.0715862,0.1490985,0.0628331,0.001634,0.0167614,250000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,53,Real estate and rental and leasing,Employment,0.032835,-0.0677345,0.0524465,0.0792228,0.0129692,0.096272,0.015441,0.0017369,0.0172098,5625
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,53,Real estate and rental and leasing,GDP,0.0757217,0.0738886,0.1269347,0.1397872,-0.0306358,0.109595,0.0151415,-0.010523,0.0172899,5640000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,54,"Professional, scientific, and technical services",Aggregate Wage,0.1498095,0.2120042,0.1733683,0.0435137,0.0666453,0.1502301,0.0430727,-0.014689,0.0167614,3100000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,54,"Professional, scientific, and technical services",Employment,-0.0319806,0.0982232,0.0674009,-0.0956698,0.0307799,0.0918799,-0.0317611,0.0094644,0.0172098,30707
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,54,"Professional, scientific, and technical services",GDP,-0.0755904,0.1165457,0.1250551,-0.1033962,0.0354756,0.1005756,-0.014965,-0.0026966,0.0172899,5890000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,55,Management of companies and enterprises,Aggregate Wage,-0.1353996,0.1769996,0.1382279,-0.0154829,0.0631231,0.1453692,0.0766058,-0.0244845,0.0167614,568000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,55,Management of companies and enterprises,Employment,-0.1739589,0.1300004,0.0597393,-0.0984105,0.0343357,0.0913257,0.0167258,-0.0051358,0.0172098,6823
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,55,Management of companies and enterprises,GDP,-0.2772915,0.1115437,0.1052515,-0.2377951,0.1418397,0.1012372,-0.0310109,-0.0044119,0.0172899,1420000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,56,Administrative and support and waste management and remediation services,Aggregate Wage,-0.0650924,0.0241133,0.117838,0.1601501,0.0758592,0.1550126,0.0777277,0.0111772,0.0167614,721000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,56,Administrative and support and waste management and remediation services,Employment,-0.1077473,0.0239541,0.0496158,0.0360007,0.0684143,0.0951396,0.055466,0.0050541,0.0172098,17775
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,56,Administrative and support and waste management and remediation services,GDP,-0.2235105,0.1024838,0.1010701,0.0049974,0.0531501,0.1053265,0.0218666,0.0040906,0.0172899,1400000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,61,Educational services,Aggregate Wage,0.0672568,0.1532151,0.1663206,0.1057505,-0.0367237,0.1488989,0.0017981,-0.0063778,0.0167614,1020000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,61,Educational services,Employment,0.1380874,0.1565557,0.0864298,0.0876111,0.0086511,0.1005608,-0.0105386,3.925e-4,0.0172098,27801
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,61,Educational services,GDP,0.1049237,0.0024295,0.1368837,0.0930743,-0.1008295,0.1058931,-0.0092201,-0.0271723,0.0172899,1510000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,62,Health care and social assistance,Aggregate Wage,-0.08605,0.152497,0.1591392,-0.0616889,0.0115856,0.145272,-0.005348,0.0126727,0.0167614,2920000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,62,Health care and social assistance,Employment,-0.0592841,0.143293,0.0703461,-0.0385646,0.0077392,0.0920603,-0.0018234,0.0093474,0.0172098,64383
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,62,Health care and social assistance,GDP,-0.1139687,0.0977616,0.1241104,-0.0811507,0.0166889,0.1012767,-0.0183764,0.0080565,0.0172899,4560000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,71,Arts; entertainment; and recreation,Aggregate Wage,0.1300623,0.0919316,0.1593172,0.1062894,0.0932514,0.1597027,-7.274e-4,0.0374869,0.0167614,173000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,71,Arts; entertainment; and recreation,Employment,0.1697265,0.1132183,0.0828977,-0.0074373,0.0723563,0.098752499999999993,-0.0260486,0.017549,0.0172098,6022
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,71,Arts; entertainment; and recreation,GDP,-0.1167221,0.085148,0.1242463,-0.1587312,0.084418000000000007,0.1013146,-0.0604597,0.027205,0.0172899,547000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,72,Accommodation and food services,Aggregate Wage,0.0943547,0.1877444,0.1635074,0.0622415,0.1458357,0.15868,0.0233005,0.0311647,0.0167614,830000000
2016,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,72,Accommodation and food services,Employment,0.0032372,0.1331092,0.0723115,-0.0428713,0.0774588,0.0952696,-0.0024872,0.0133045,0.0172098,33672
